transaction_id,player_id,transaction_date,type,amount,method
TX017722,P01002,2024-05-07,Deposit,290.57,Bank Transfer
TX017723,P01003,2024-08-13,Deposit,72.9,Crypto
TX017724,P01003,2024-06-17,Deposit,201.76,Crypto
TX017725,P01003,2024-07-14,Withdrawal,160.76,Crypto
TX017726,P01003,2023-08-11,Deposit,265.17,Crypto
TX017727,P01003,2024-09-26,Deposit,95.59,Crypto
TX017728,P01003,2024-06-19,Deposit,77.44,Crypto
TX017729,P01003,2024-07-04,Withdrawal,27.96,Crypto
TX017730,P01003,2023-06-16,Deposit,79.53,Crypto
TX017731,P01003,2024-11-09,Deposit,139.69,Crypto
TX017732,P01003,2023-10-08,Deposit,128.07,Crypto
TX017733,P01003,2023-09-27,Deposit,210.63,Crypto
TX017734,P01003,2024-10-26,Deposit,92.2,Crypto
TX017735,P01003,2024-05-06,Deposit,83.39,Crypto
TX017736,P01003,2024-11-25,Deposit,195.51,Crypto
TX017737,P01003,2024-12-10,Deposit,111.21,Crypto
TX017738,P01003,2024-12-26,Withdrawal,118.6,Crypto
TX017739,P01003,2024-07-03,Deposit,225.47,Crypto
TX017740,P01003,2024-09-15,Deposit,96.34,Crypto
TX017741,P01003,2023-06-10,Deposit,88.85,Crypto
TX017742,P01003,2023-06-10,Withdrawal,107.96,Crypto
TX017743,P01003,2024-12-25,Deposit,283.84,Crypto
TX017744,P01003,2024-11-21,Deposit,146.27,Crypto
TX017745,P01003,2024-06-15,Deposit,44.85,Crypto
TX017746,P01003,2024-07-03,Withdrawal,27.95,Crypto
TX017747,P01003,2024-12-30,Deposit,144.57,Crypto
TX017748,P01004,2024-12-26,Deposit,194.49,Credit Card
TX017749,P01004,2024-12-31,Withdrawal,291.03,Credit Card
TX017750,P01004,2024-11-01,Deposit,1623.51,Credit Card
TX017751,P01004,2024-11-04,Deposit,1316.26,Credit Card
TX017752,P01004,2024-11-24,Deposit,1619.65,Credit Card
TX017753,P01004,2024-11-08,Deposit,284.23,Credit Card
TX017754,P01004,2024-12-07,Deposit,1289.3,Credit Card
TX017755,P01004,2024-12-15,Withdrawal,1360.68,Credit Card
TX017756,P01004,2024-11-12,Deposit,1900.47,Credit Card
TX017757,P01004,2024-11-18,Deposit,202.28,Credit Card
TX017758,P01004,2024-11-03,Deposit,317.59,Credit Card
TX017759,P01004,2024-12-30,Deposit,1951.29,Credit Card
TX017760,P01004,2024-12-09,Deposit,462.09,Credit Card
TX017761,P01004,2024-12-22,Withdrawal,492.2,Credit Card
TX017762,P01004,2024-12-06,Deposit,1307.53,Credit Card
TX017763,P01004,2024-11-10,Deposit,769.49,Credit Card
TX017764,P01004,2024-12-08,Withdrawal,928.57,Credit Card
TX017765,P01004,2024-11-21,Deposit,599.5,Credit Card
TX017766,P01004,2024-11-02,Deposit,1679.93,Credit Card
TX017767,P01005,2023-06-08,Deposit,70.3,Credit Card
TX017768,P01005,2023-07-25,Deposit,90.9,Credit Card
TX017769,P01005,2024-09-20,Deposit,86.5,Credit Card
TX017770,P01005,2024-06-05,Deposit,81.74,Credit Card
TX017771,P01005,2024-07-02,Withdrawal,79.52,Credit Card
TX017772,P01005,2023-07-12,Deposit,41.48,Credit Card
TX017773,P01005,2023-07-13,Withdrawal,58.71,Credit Card
TX017774,P01005,2023-07-10,Deposit,72.6,Credit Card
TX017775,P01005,2023-07-21,Withdrawal,30.1,Credit Card
TX017776,P01005,2024-11-13,Deposit,26.77,Credit Card
TX017777,P01006,2023-12-26,Deposit,83.63,Bank Transfer
TX017778,P01006,2024-11-16,Deposit,32.92,Bank Transfer
TX017779,P01006,2024-11-30,Withdrawal,34.38,Bank Transfer
TX017780,P01006,2024-05-02,Deposit,24.2,Bank Transfer
TX017781,P01006,2024-09-29,Deposit,89.36,Bank Transfer
TX017782,P01006,2024-05-27,Deposit,26.39,Bank Transfer
TX017783,P01007,2024-08-03,Deposit,141.31,Bank Transfer
TX017784,P01007,2024-09-07,Deposit,63.76,Bank Transfer
TX017785,P01007,2024-09-29,Withdrawal,25.27,Bank Transfer
TX017786,P01007,2024-07-13,Deposit,280.83,Bank Transfer
TX017787,P01007,2024-08-10,Withdrawal,270.34,Bank Transfer
TX017788,P01007,2024-04-30,Deposit,58.73,Bank Transfer
TX017789,P01007,2024-12-22,Deposit,57.31,Bank Transfer
TX017790,P01007,2024-09-13,Deposit,171.07,Bank Transfer
TX017791,P01007,2024-10-13,Withdrawal,181.89,Bank Transfer
TX017792,P01007,2024-11-04,Deposit,87.16,Bank Transfer
TX017793,P01007,2024-12-04,Withdrawal,102.09,Bank Transfer
TX017794,P01007,2024-10-03,Deposit,240.6,Bank Transfer
TX017795,P01007,2024-10-02,Deposit,27.53,Bank Transfer
TX017796,P01008,2024-01-16,Deposit,76.76,Credit Card
TX017797,P01008,2023-11-25,Deposit,46.71,Credit Card
TX017798,P01008,2023-09-26,Deposit,88.43,Credit Card
TX017799,P01008,2024-07-05,Deposit,58.92,Credit Card
TX017800,P01008,2024-01-22,Deposit,58.69,Credit Card
TX017801,P01008,2024-02-11,Withdrawal,34.8,Credit Card
TX017802,P01009,2024-10-21,Deposit,8770.3,E-Wallet
TX017803,P01009,2024-10-22,Deposit,6359.51,E-Wallet
TX017804,P01009,2024-11-11,Withdrawal,7210.57,E-Wallet
TX017805,P01009,2024-11-05,Deposit,3624.36,E-Wallet
TX017806,P01009,2024-12-24,Deposit,2991.2,E-Wallet
TX017807,P01009,2024-09-02,Deposit,7483.96,E-Wallet
TX017808,P01009,2024-09-26,Withdrawal,4345.44,E-Wallet
TX017809,P01009,2024-12-18,Deposit,8257.23,E-Wallet
TX017810,P01009,2024-11-05,Deposit,6728.42,E-Wallet
TX017811,P01009,2024-08-26,Deposit,6709.2,E-Wallet
TX017812,P01009,2024-09-25,Deposit,5783.51,E-Wallet
TX017813,P01009,2024-09-27,Withdrawal,8665.11,E-Wallet
TX017814,P01009,2024-12-25,Deposit,2874.32,E-Wallet
TX017815,P01009,2024-09-04,Deposit,799.97,E-Wallet
TX017816,P01009,2024-10-02,Withdrawal,1099.34,E-Wallet
TX017817,P01009,2024-09-11,Deposit,7103.19,E-Wallet
TX017818,P01009,2024-12-17,Deposit,5516.34,E-Wallet
TX017819,P01009,2024-12-17,Withdrawal,3540.73,E-Wallet
TX017820,P01009,2024-08-18,Deposit,5332.12,E-Wallet
TX017821,P01009,2024-10-27,Deposit,7130.77,E-Wallet
TX017822,P01009,2024-11-06,Withdrawal,9474.35,E-Wallet
TX017823,P01009,2024-10-15,Deposit,7859.47,E-Wallet
TX017824,P01009,2024-09-21,Deposit,3816.58,E-Wallet
TX017825,P01009,2024-09-09,Deposit,9745.73,E-Wallet
TX017826,P01009,2024-09-03,Deposit,5847.01,E-Wallet
TX017827,P01009,2024-09-06,Deposit,9602.58,E-Wallet
TX017828,P01009,2024-09-24,Withdrawal,6021.2,E-Wallet
TX017829,P01009,2024-09-20,Deposit,4319.1,E-Wallet
TX017830,P01009,2024-12-30,Deposit,6577.55,E-Wallet
TX017831,P01009,2024-12-31,Withdrawal,4668.21,E-Wallet
TX017832,P01009,2024-09-09,Deposit,3350.41,E-Wallet
TX017833,P01009,2024-08-20,Deposit,8575.07,E-Wallet
TX017834,P01009,2024-09-05,Withdrawal,8151.41,E-Wallet
TX017835,P01009,2024-12-29,Deposit,6701.08,E-Wallet
TX017836,P01009,2024-12-03,Deposit,3334.57,E-Wallet
TX017837,P01009,2024-11-04,Deposit,2779.63,E-Wallet
TX017838,P01009,2024-09-29,Deposit,2020.97,E-Wallet
TX017839,P01009,2024-11-09,Deposit,9449.95,E-Wallet
TX017840,P01009,2024-10-05,Deposit,1242.74,E-Wallet
TX017841,P01009,2024-10-16,Deposit,3872.63,E-Wallet
TX017842,P01009,2024-09-05,Deposit,7361.22,E-Wallet
TX017843,P01009,2024-12-22,Deposit,2407.79,E-Wallet
TX017844,P01009,2024-09-05,Deposit,6113.23,E-Wallet
TX017845,P01009,2024-08-28,Deposit,2750.02,E-Wallet
TX017846,P01009,2024-12-11,Deposit,2847.16,E-Wallet
TX017847,P01009,2024-12-16,Withdrawal,3649.28,E-Wallet
TX017848,P01009,2024-11-07,Deposit,7058.33,E-Wallet
TX017849,P01009,2024-11-21,Withdrawal,10449.9,E-Wallet
TX017850,P01009,2024-11-07,Deposit,8651.41,E-Wallet
TX017851,P01009,2024-10-10,Deposit,3636.88,E-Wallet
TX017852,P01009,2024-09-16,Deposit,7098.95,E-Wallet
TX017853,P01009,2024-09-04,Deposit,6444.79,E-Wallet
TX017854,P01009,2024-08-28,Deposit,6810.99,E-Wallet
TX017855,P01009,2024-12-06,Deposit,8774.18,E-Wallet
TX017856,P01009,2024-10-15,Deposit,6082.6,E-Wallet
TX017857,P01009,2024-12-29,Deposit,5595.93,E-Wallet
TX017858,P01009,2024-12-31,Withdrawal,8181.69,E-Wallet
TX017859,P01009,2024-09-23,Deposit,1414.44,E-Wallet
TX017860,P01009,2024-08-30,Deposit,4672.71,E-Wallet
TX017861,P01009,2024-08-26,Deposit,3579.53,E-Wallet
TX017862,P01009,2024-11-19,Deposit,8974.24,E-Wallet
TX017863,P01009,2024-12-14,Deposit,9944.01,E-Wallet
TX017864,P01009,2024-12-18,Withdrawal,7380.99,E-Wallet
TX017865,P01009,2024-12-08,Deposit,9134.89,E-Wallet
TX017866,P01009,2024-11-30,Deposit,5045.86,E-Wallet
TX017867,P01009,2024-12-26,Withdrawal,3773.75,E-Wallet
TX017868,P01009,2024-10-26,Deposit,6081.91,E-Wallet
TX017869,P01009,2024-12-20,Deposit,7955.56,E-Wallet
TX017870,P01009,2024-12-30,Withdrawal,6869.31,E-Wallet
TX017871,P01009,2024-12-22,Deposit,8471.84,E-Wallet
TX017872,P01009,2024-12-22,Withdrawal,6209.22,E-Wallet
TX017873,P01009,2024-09-16,Deposit,9770.38,E-Wallet
TX017874,P01009,2024-10-13,Withdrawal,12799.37,E-Wallet
TX017875,P01009,2024-12-07,Deposit,2208.9,E-Wallet
TX017876,P01009,2024-11-24,Deposit,5463.36,E-Wallet
TX017877,P01009,2024-10-03,Deposit,5037.04,E-Wallet
TX017878,P01009,2024-10-19,Withdrawal,4918.83,E-Wallet
TX017879,P01009,2024-09-02,Deposit,6710.38,E-Wallet
TX017880,P01009,2024-09-14,Withdrawal,6378.89,E-Wallet
TX017881,P01009,2024-10-31,Deposit,3260.66,E-Wallet
TX017882,P01009,2024-11-29,Deposit,9974.94,E-Wallet
TX017883,P01009,2024-11-10,Deposit,9405.49,E-Wallet
TX017884,P01009,2024-10-18,Deposit,9848.09,E-Wallet
TX017885,P01009,2024-10-20,Withdrawal,10887.0,E-Wallet
TX017886,P01009,2024-10-15,Deposit,2291.85,E-Wallet
TX017887,P01009,2024-10-23,Withdrawal,1505.31,E-Wallet
TX017888,P01009,2024-09-11,Deposit,5044.49,E-Wallet
TX017889,P01009,2024-10-10,Deposit,3346.67,E-Wallet
TX017890,P01009,2024-11-14,Deposit,4454.84,E-Wallet
TX017891,P01009,2024-08-21,Deposit,3190.53,E-Wallet
TX017892,P01009,2024-10-23,Deposit,735.54,E-Wallet
TX017893,P01009,2024-10-31,Deposit,9970.94,E-Wallet
TX017894,P01009,2024-11-29,Withdrawal,5572.5,E-Wallet
TX017895,P01009,2024-12-04,Deposit,7385.35,E-Wallet
TX017896,P01009,2024-11-24,Deposit,7795.85,E-Wallet
TX017897,P01009,2024-11-27,Withdrawal,6893.81,E-Wallet
TX017898,P01009,2024-08-31,Deposit,1092.82,E-Wallet
TX017899,P01009,2024-09-18,Withdrawal,348.66,E-Wallet
TX017900,P01009,2024-12-08,Deposit,3024.73,E-Wallet
TX017901,P01009,2024-12-12,Withdrawal,3624.4,E-Wallet
TX017902,P01009,2024-08-28,Deposit,4544.02,E-Wallet
TX017903,P01009,2024-11-27,Deposit,704.04,E-Wallet
TX017904,P01010,2024-12-24,Deposit,77.88,E-Wallet
TX017905,P01011,2023-11-28,Deposit,222.84,E-Wallet
TX017906,P01011,2023-10-24,Deposit,195.65,E-Wallet
TX017907,P01011,2023-11-21,Withdrawal,177.71,E-Wallet
TX017908,P01011,2023-07-28,Deposit,142.9,E-Wallet
TX017909,P01011,2023-08-01,Withdrawal,205.94,E-Wallet
TX017910,P01011,2024-11-16,Deposit,112.26,E-Wallet
TX017911,P01011,2024-12-10,Withdrawal,109.32,E-Wallet
TX017912,P01011,2024-10-14,Deposit,263.95,E-Wallet
TX017913,P01011,2024-10-26,Withdrawal,343.53,E-Wallet
TX017914,P01012,2024-04-28,Deposit,1868.35,E-Wallet
TX017915,P01012,2024-05-17,Withdrawal,1266.98,E-Wallet
TX017916,P01012,2024-09-09,Deposit,1423.2,E-Wallet
TX017917,P01012,2023-05-27,Deposit,269.72,E-Wallet
TX017918,P01012,2023-04-30,Deposit,185.13,E-Wallet
TX017919,P01012,2024-10-13,Deposit,712.96,E-Wallet
TX017920,P01012,2024-10-15,Withdrawal,822.96,E-Wallet
TX017921,P01012,2024-04-26,Deposit,765.28,E-Wallet
TX017922,P01012,2024-08-14,Deposit,1596.66,E-Wallet
TX017923,P01012,2023-07-16,Deposit,371.67,E-Wallet
TX017924,P01012,2023-08-04,Withdrawal,537.44,E-Wallet
TX017925,P01012,2024-02-15,Deposit,369.35,E-Wallet
TX017926,P01012,2024-02-18,Withdrawal,338.28,E-Wallet
TX017927,P01012,2024-07-18,Deposit,214.24,E-Wallet
TX017928,P01012,2024-08-23,Deposit,556.59,E-Wallet
TX017929,P01012,2024-07-22,Deposit,366.6,E-Wallet
TX017930,P01012,2024-07-24,Withdrawal,449.5,E-Wallet
TX017931,P01012,2023-12-11,Deposit,1128.42,E-Wallet
TX017932,P01012,2023-12-15,Deposit,978.95,E-Wallet
TX017933,P01012,2023-12-19,Withdrawal,1075.95,E-Wallet
TX017934,P01012,2024-10-12,Deposit,274.04,E-Wallet
TX017935,P01012,2024-05-15,Deposit,496.7,E-Wallet
TX017936,P01012,2023-06-25,Deposit,533.43,E-Wallet
TX017937,P01012,2024-01-29,Deposit,1392.48,E-Wallet
TX017938,P01012,2024-04-21,Deposit,1769.29,E-Wallet
TX017939,P01012,2024-04-28,Deposit,1177.51,E-Wallet
TX017940,P01012,2023-12-01,Deposit,1910.07,E-Wallet
TX017941,P01012,2024-11-30,Deposit,1740.23,E-Wallet
TX017942,P01012,2024-12-10,Withdrawal,1684.42,E-Wallet
TX017943,P01012,2023-06-15,Deposit,1877.68,E-Wallet
TX017944,P01012,2024-04-17,Deposit,414.05,E-Wallet
TX017945,P01012,2024-04-25,Withdrawal,582.56,E-Wallet
TX017946,P01012,2024-04-15,Deposit,275.47,E-Wallet
TX017947,P01012,2023-04-29,Deposit,926.04,E-Wallet
TX017948,P01012,2023-05-30,Deposit,1188.1,E-Wallet
TX017949,P01012,2023-06-02,Deposit,1606.63,E-Wallet
TX017950,P01012,2023-06-21,Withdrawal,872.79,E-Wallet
TX017951,P01013,2024-11-15,Deposit,71.14,Bank Transfer
TX017952,P01013,2024-08-10,Deposit,99.76,Bank Transfer
TX017953,P01013,2024-07-20,Deposit,33.4,Bank Transfer
TX017954,P01013,2024-07-22,Withdrawal,32.2,Bank Transfer
TX017955,P01014,2024-09-27,Deposit,264.95,E-Wallet
TX017956,P01014,2024-11-18,Deposit,104.23,E-Wallet
TX017957,P01014,2024-10-09,Deposit,200.92,E-Wallet
TX017958,P01014,2024-10-11,Withdrawal,128.97,E-Wallet
TX017959,P01014,2024-10-10,Deposit,265.0,E-Wallet
TX017960,P01014,2024-12-20,Deposit,289.9,E-Wallet
TX017961,P01014,2024-05-31,Deposit,107.23,E-Wallet
TX017962,P01014,2024-06-15,Deposit,38.69,E-Wallet
TX017963,P01014,2024-07-05,Withdrawal,48.29,E-Wallet
TX017964,P01014,2024-07-26,Deposit,241.31,E-Wallet
TX017965,P01014,2024-08-09,Withdrawal,132.28,E-Wallet
TX017966,P01014,2024-04-18,Deposit,211.2,E-Wallet
TX017967,P01014,2024-04-25,Withdrawal,228.07,E-Wallet
TX017968,P01014,2024-12-09,Deposit,185.03,E-Wallet
TX017969,P01014,2024-09-25,Deposit,285.22,E-Wallet
TX017970,P01014,2024-10-18,Withdrawal,417.34,E-Wallet
TX017971,P01014,2024-09-30,Deposit,141.99,E-Wallet
TX017972,P01014,2024-08-24,Deposit,200.16,E-Wallet
TX017973,P01014,2024-09-11,Withdrawal,265.98,E-Wallet
TX017974,P01014,2024-10-01,Deposit,58.61,E-Wallet
TX017975,P01014,2024-09-14,Deposit,190.53,E-Wallet
TX017976,P01014,2024-09-14,Withdrawal,101.29,E-Wallet
TX017977,P01014,2024-10-09,Deposit,93.41,E-Wallet
TX017978,P01014,2024-10-11,Withdrawal,49.69,E-Wallet
TX017979,P01014,2024-07-25,Deposit,283.44,E-Wallet
TX017980,P01014,2024-12-13,Deposit,262.06,E-Wallet
TX017981,P01014,2024-09-05,Deposit,121.09,E-Wallet
TX017982,P01014,2024-06-03,Deposit,250.39,E-Wallet
TX017983,P01015,2024-12-29,Deposit,21.06,Credit Card
TX017984,P01015,2024-12-29,Deposit,29.63,Credit Card
TX017985,P01015,2024-12-30,Deposit,74.96,Credit Card
TX017986,P01015,2024-12-31,Withdrawal,69.97,Credit Card
TX017987,P01015,2024-12-30,Deposit,86.39,Credit Card
TX017988,P01015,2024-12-30,Withdrawal,122.09,Credit Card
TX017989,P01015,2024-12-29,Deposit,6.03,Credit Card
TX017990,P01016,2023-05-24,Deposit,12.4,Crypto
TX017991,P01016,2023-10-10,Deposit,51.8,Crypto
TX017992,P01016,2024-04-08,Deposit,49.59,Crypto
TX017993,P01016,2023-03-30,Deposit,53.6,Crypto
TX017994,P01017,2024-02-09,Deposit,75.42,Bank Transfer
TX017995,P01017,2024-09-11,Deposit,21.71,Bank Transfer
TX017996,P01018,2024-12-06,Deposit,16.13,Crypto
TX017997,P01018,2024-12-24,Withdrawal,5.42,Crypto
TX017998,P01018,2024-10-05,Deposit,57.18,Crypto
TX017999,P01019,2024-07-03,Deposit,1015.93,Credit Card
TX018000,P01019,2024-02-07,Deposit,492.56,Credit Card
TX018001,P01019,2024-12-12,Deposit,220.12,Credit Card
TX018002,P01019,2024-09-14,Deposit,1248.97,Credit Card
TX018003,P01019,2024-08-23,Deposit,1168.29,Credit Card
TX018004,P01019,2024-05-21,Deposit,1661.67,Credit Card
TX018005,P01019,2024-05-21,Withdrawal,2210.19,Credit Card
TX018006,P01019,2024-12-12,Deposit,1816.68,Credit Card
TX018007,P01019,2024-12-30,Withdrawal,1432.3,Credit Card
TX018008,P01019,2024-09-21,Deposit,1491.32,Credit Card
TX018009,P01019,2024-07-23,Deposit,326.49,Credit Card
TX018010,P01019,2024-08-16,Withdrawal,222.46,Credit Card
TX018011,P01019,2024-09-11,Deposit,1634.43,Credit Card
TX018012,P01019,2024-05-20,Deposit,440.55,Credit Card
TX018013,P01019,2024-04-24,Deposit,1060.43,Credit Card
TX018014,P01019,2024-04-20,Deposit,1959.49,Credit Card
TX018015,P01019,2024-11-17,Deposit,958.63,Credit Card
TX018016,P01019,2024-12-10,Deposit,1226.65,Credit Card
TX018017,P01019,2024-06-08,Deposit,874.92,Credit Card
TX018018,P01020,2023-08-16,Deposit,31.55,Crypto
TX018019,P01021,2024-06-10,Deposit,279.86,Crypto
TX018020,P01021,2024-12-26,Deposit,180.97,Crypto
TX018021,P01021,2024-10-10,Deposit,222.06,Crypto
TX018022,P01021,2024-10-18,Withdrawal,74.15,Crypto
TX018023,P01021,2024-11-02,Deposit,285.04,Crypto
TX018024,P01021,2024-10-23,Deposit,236.3,Crypto
TX018025,P01021,2024-10-27,Withdrawal,234.45,Crypto
TX018026,P01021,2024-11-23,Deposit,155.68,Crypto
TX018027,P01021,2024-06-07,Deposit,242.9,Crypto
TX018028,P01021,2024-12-24,Deposit,271.05,Crypto
TX018029,P01021,2024-12-24,Withdrawal,110.8,Crypto
TX018030,P01021,2024-08-27,Deposit,128.32,Crypto
TX018031,P01021,2024-11-15,Deposit,257.99,Crypto
TX018032,P01021,2024-11-27,Withdrawal,136.29,Crypto
TX018033,P01021,2024-10-20,Deposit,189.9,Crypto
TX018034,P01021,2024-11-17,Withdrawal,198.9,Crypto
TX018035,P01021,2024-07-31,Deposit,234.1,Crypto
TX018036,P01021,2024-10-21,Deposit,166.95,Crypto
TX018037,P01022,2023-07-27,Deposit,238.46,Crypto
TX018038,P01022,2024-12-04,Deposit,258.09,Crypto
TX018039,P01022,2024-03-11,Deposit,110.82,Crypto
TX018040,P01022,2023-12-11,Deposit,202.54,Crypto
TX018041,P01022,2023-12-24,Withdrawal,106.96,Crypto
TX018042,P01022,2024-02-23,Deposit,116.48,Crypto
TX018043,P01022,2024-11-01,Deposit,207.47,Crypto
TX018044,P01022,2024-11-16,Withdrawal,151.71,Crypto
TX018045,P01022,2024-06-22,Deposit,134.24,Crypto
TX018046,P01022,2024-07-14,Withdrawal,87.21,Crypto
TX018047,P01022,2024-08-09,Deposit,128.92,Crypto
TX018048,P01022,2024-03-02,Deposit,281.62,Crypto
TX018049,P01022,2024-03-24,Withdrawal,289.48,Crypto
TX018050,P01022,2024-05-25,Deposit,151.77,Crypto
TX018051,P01022,2024-05-26,Withdrawal,115.49,Crypto
TX018052,P01022,2023-09-08,Deposit,91.91,Crypto
TX018053,P01022,2023-09-13,Withdrawal,45.96,Crypto
TX018054,P01022,2024-01-07,Deposit,251.35,Crypto
TX018055,P01022,2024-08-02,Deposit,23.22,Crypto
TX018056,P01023,2024-06-02,Deposit,1722.65,Credit Card
TX018057,P01023,2024-06-30,Withdrawal,2088.8,Credit Card
TX018058,P01023,2024-06-16,Deposit,143.49,Credit Card
TX018059,P01023,2024-05-09,Deposit,507.5,Credit Card
TX018060,P01023,2024-06-01,Withdrawal,317.49,Credit Card
TX018061,P01023,2024-09-02,Deposit,1642.38,Credit Card
TX018062,P01023,2024-09-23,Withdrawal,1878.04,Credit Card
TX018063,P01023,2024-11-25,Deposit,850.32,Credit Card
TX018064,P01023,2024-09-11,Deposit,307.76,Credit Card
TX018065,P01023,2024-09-25,Withdrawal,368.56,Credit Card
TX018066,P01023,2024-07-26,Deposit,865.05,Credit Card
TX018067,P01023,2024-07-22,Deposit,1337.63,Credit Card
TX018068,P01023,2024-10-15,Deposit,1426.36,Credit Card
TX018069,P01023,2024-10-16,Withdrawal,1987.75,Credit Card
TX018070,P01023,2024-10-06,Deposit,1351.43,Credit Card
TX018071,P01023,2024-04-11,Deposit,1331.85,Credit Card
TX018072,P01023,2024-04-24,Withdrawal,967.21,Credit Card
TX018073,P01023,2024-10-24,Deposit,1429.75,Credit Card
TX018074,P01023,2024-08-08,Deposit,989.95,Credit Card
TX018075,P01023,2024-04-20,Deposit,508.57,Credit Card
TX018076,P01023,2024-04-20,Withdrawal,498.38,Credit Card
TX018077,P01023,2024-11-27,Deposit,967.33,Credit Card
TX018078,P01023,2024-06-03,Deposit,1599.94,Credit Card
TX018079,P01023,2024-06-24,Withdrawal,2057.7,Credit Card
TX018080,P01023,2024-03-28,Deposit,469.91,Credit Card
TX018081,P01023,2024-05-10,Deposit,1742.06,Credit Card
TX018082,P01023,2024-12-30,Deposit,269.54,Credit Card
TX018083,P01023,2024-12-19,Deposit,354.76,Credit Card
TX018084,P01023,2024-12-06,Deposit,648.58,Credit Card
TX018085,P01023,2024-12-04,Deposit,525.73,Credit Card
TX018086,P01023,2024-08-29,Deposit,776.74,Credit Card
TX018087,P01023,2023-12-24,Deposit,1550.06,Credit Card
TX018088,P01023,2024-02-15,Deposit,1669.81,Credit Card
TX018089,P01023,2024-02-25,Withdrawal,1994.39,Credit Card
TX018090,P01023,2024-05-25,Deposit,1937.7,Credit Card
TX018091,P01023,2024-05-31,Withdrawal,2680.64,Credit Card
TX018092,P01023,2024-03-29,Deposit,1847.81,Credit Card
TX018093,P01023,2024-04-20,Withdrawal,2676.0,Credit Card
TX018094,P01023,2024-09-05,Deposit,1711.52,Credit Card
TX018095,P01023,2024-06-03,Deposit,992.41,Credit Card
TX018096,P01023,2024-09-19,Deposit,634.51,Credit Card
TX018097,P01023,2024-09-20,Withdrawal,473.43,Credit Card
TX018098,P01023,2024-05-10,Deposit,355.46,Credit Card
TX018099,P01024,2024-08-31,Deposit,165.17,Credit Card
TX018100,P01024,2024-12-16,Deposit,68.43,Credit Card
TX018101,P01024,2024-12-23,Withdrawal,81.55,Credit Card
TX018102,P01024,2024-08-19,Deposit,42.28,Credit Card
TX018103,P01024,2024-08-31,Deposit,99.19,Credit Card
TX018104,P01024,2024-11-28,Deposit,222.43,Credit Card
TX018105,P01024,2024-12-27,Withdrawal,86.63,Credit Card
TX018106,P01024,2024-12-14,Deposit,212.83,Credit Card
TX018107,P01024,2024-12-16,Withdrawal,229.02,Credit Card
TX018108,P01024,2024-09-03,Deposit,236.89,Credit Card
TX018109,P01025,2024-12-01,Deposit,21.11,E-Wallet
TX018110,P01025,2024-12-31,Deposit,18.32,E-Wallet
TX018111,P01025,2024-10-23,Deposit,30.66,E-Wallet
TX018112,P01025,2024-10-28,Deposit,46.06,E-Wallet
TX018113,P01025,2024-12-27,Deposit,14.92,E-Wallet
TX018114,P01026,2024-11-02,Deposit,170.46,Credit Card
TX018115,P01026,2024-11-10,Withdrawal,147.79,Credit Card
TX018116,P01026,2023-09-13,Deposit,254.59,Credit Card
TX018117,P01026,2023-09-27,Withdrawal,110.3,Credit Card
TX018118,P01026,2024-12-28,Deposit,294.08,Credit Card
TX018119,P01026,2024-04-23,Deposit,93.96,Credit Card
TX018120,P01026,2024-04-30,Deposit,186.73,Credit Card
TX018121,P01026,2024-05-28,Withdrawal,210.19,Credit Card
TX018122,P01026,2024-09-25,Deposit,171.18,Credit Card
TX018123,P01026,2023-05-31,Deposit,89.38,Credit Card
TX018124,P01026,2024-06-28,Deposit,48.88,Credit Card
TX018125,P01026,2024-07-01,Withdrawal,34.11,Credit Card
TX018126,P01026,2023-10-23,Deposit,282.41,Credit Card
TX018127,P01026,2023-09-01,Deposit,142.9,Credit Card
TX018128,P01026,2024-09-16,Deposit,146.5,Credit Card
TX018129,P01026,2023-02-09,Deposit,95.91,Credit Card
TX018130,P01026,2023-03-07,Withdrawal,109.42,Credit Card
TX018131,P01026,2024-07-26,Deposit,169.34,Credit Card
TX018132,P01026,2023-08-29,Deposit,130.54,Credit Card
TX018133,P01026,2023-09-05,Withdrawal,96.79,Credit Card
TX018134,P01026,2023-02-22,Deposit,131.58,Credit Card
TX018135,P01026,2023-03-10,Withdrawal,111.74,Credit Card
TX018136,P01026,2023-12-14,Deposit,232.1,Credit Card
TX018137,P01026,2024-06-16,Deposit,100.08,Credit Card
TX018138,P01027,2024-12-25,Deposit,11.44,Credit Card
TX018139,P01027,2024-12-31,Withdrawal,12.84,Credit Card
TX018140,P01027,2024-12-30,Deposit,61.11,Credit Card
TX018141,P01027,2024-12-28,Deposit,48.62,Credit Card
TX018142,P01027,2024-12-24,Deposit,69.49,Credit Card
TX018143,P01027,2024-12-29,Deposit,91.81,Credit Card
TX018144,P01028,2024-12-05,Deposit,77.3,Crypto
TX018145,P01028,2024-05-21,Deposit,158.16,Crypto
TX018146,P01028,2024-05-25,Deposit,128.81,Crypto
TX018147,P01028,2024-10-25,Deposit,182.84,Crypto
TX018148,P01028,2024-12-02,Deposit,156.33,Crypto
TX018149,P01028,2024-11-15,Deposit,285.22,Crypto
TX018150,P01028,2024-02-24,Deposit,159.96,Crypto
TX018151,P01028,2024-12-07,Deposit,163.24,Crypto
TX018152,P01028,2024-12-29,Withdrawal,96.63,Crypto
TX018153,P01028,2024-03-23,Deposit,266.33,Crypto
TX018154,P01028,2024-04-16,Withdrawal,140.38,Crypto
TX018155,P01028,2024-04-22,Deposit,98.53,Crypto
