session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0022535,P00966,2024-12-20,Sports Betting,4913.99,5075.67,-161.68,106
S0022536,P00966,2024-12-31,Live Casino,873.54,850.53,23.01,110
S0022537,P00966,2024-12-02,Sports Betting,3822.12,3795.43,26.69,70
S0022538,P00966,2024-12-31,Slots,3943.87,3584.68,359.19,153
S0022539,P00966,2024-12-15,Sports Betting,1220.45,1181.74,38.71,99
S0022540,P00966,2024-12-09,Sports Betting,2249.7,2262.49,-12.79,179
S0022541,P00966,2024-12-07,Sports Betting,254.86,235.61,19.25,96
S0022542,P00966,2024-12-26,Sports Betting,2516.6,2490.67,25.93,35
S0022543,P00966,2024-12-17,Sports Betting,4231.5,3732.23,499.27,180
S0022544,P00966,2024-12-18,Sports Betting,1931.46,1704.56,226.9,78
S0022545,P00966,2024-12-10,Sports Betting,4889.24,4952.85,-63.61,129
S0022546,P00966,2024-12-31,Sports Betting,1295.12,1345.34,-50.22,179
S0022547,P00966,2024-11-26,Sports Betting,698.07,616.78,81.29,106
S0022548,P00966,2024-11-24,Live Casino,226.82,216.67,10.15,32
S0022549,P00966,2024-12-14,Live Casino,4090.38,3953.88,136.5,116
S0022550,P00966,2024-11-30,Sports Betting,1570.69,1512.46,58.23,48
S0022551,P00966,2024-12-07,Sports Betting,3804.36,3675.85,128.51,18
S0022552,P00966,2024-12-14,Sports Betting,1694.19,1768.37,-74.18,100
S0022553,P00966,2024-12-20,Sports Betting,2547.8,2196.53,351.27,111
S0022554,P00966,2024-12-20,Slots,463.24,429.31,33.93,147
S0022555,P00966,2024-12-17,Sports Betting,2371.28,2183.96,187.32,155
S0022556,P00966,2024-12-05,Live Casino,2190.55,2146.56,43.99,76
S0022557,P00966,2024-12-17,Live Casino,2965.75,2825.09,140.66,127
S0022558,P00966,2024-12-30,Sports Betting,4149.72,3929.7,220.02,155
S0022559,P00966,2024-12-30,Sports Betting,3684.35,3419.7,264.65,79
S0022560,P00966,2024-12-10,Sports Betting,815.01,817.88,-2.87,57
S0022561,P00966,2024-12-06,Sports Betting,4649.43,4617.87,31.56,40
S0022562,P00966,2024-12-02,Sports Betting,3677.03,3718.14,-41.11,158
S0022563,P00966,2024-12-20,Slots,4913.43,4746.84,166.59,120
S0022564,P00966,2024-12-17,Poker,1332.58,1271.13,61.45,13
S0022565,P00966,2024-12-10,Live Casino,955.55,915.19,40.36,154
S0022566,P00966,2024-12-29,Live Casino,4207.17,3998.0,209.17,149
S0022567,P00966,2024-12-24,Live Casino,4682.1,4579.66,102.44,102
S0022568,P00966,2024-12-10,Sports Betting,2863.43,2772.21,91.22,177
S0022569,P00966,2024-12-26,Sports Betting,2674.74,2610.16,64.58,73
S0022570,P00966,2024-12-28,Sports Betting,955.69,859.01,96.68,44
S0022571,P00966,2024-12-15,Sports Betting,3950.48,3365.26,585.22,54
S0022572,P00966,2024-12-26,Poker,4125.31,4023.91,101.4,155
S0022573,P00966,2024-12-12,Sports Betting,3387.98,3530.52,-142.54,47
S0022574,P00966,2024-12-11,Slots,1697.61,1613.48,84.13,73
S0022575,P00966,2024-12-16,Sports Betting,4659.14,4700.09,-40.95,62
S0022576,P00966,2024-12-05,Sports Betting,230.55,225.07,5.48,101
S0022577,P00966,2024-12-28,Sports Betting,3802.72,3262.0,540.72,100
S0022578,P00966,2024-12-16,Slots,2257.07,2157.24,99.83,142
S0022579,P00966,2024-12-11,Sports Betting,2817.42,2716.15,101.27,170
S0022580,P00966,2024-12-08,Sports Betting,354.69,371.14,-16.45,26
S0022581,P00966,2024-12-08,Sports Betting,4982.58,4865.09,117.49,129
S0022582,P00966,2024-12-28,Sports Betting,2345.8,2071.72,274.08,138
S0022583,P00966,2024-11-27,Live Casino,473.84,452.63,21.21,123
S0022584,P00966,2024-11-30,Sports Betting,3607.49,3726.99,-119.5,143
S0022585,P00966,2024-11-28,Sports Betting,3739.87,3771.86,-31.99,61
S0022586,P00966,2024-12-18,Live Casino,3804.92,3626.92,178.0,116
S0022587,P00966,2024-12-24,Sports Betting,2491.79,2400.4,91.39,170
S0022588,P00966,2024-12-02,Live Casino,2730.3,2698.21,32.09,135
S0022589,P00966,2024-12-13,Table Games,3397.3,3283.35,113.95,126
S0022590,P00966,2024-12-02,Sports Betting,4710.74,4884.78,-174.04,50
S0022591,P00966,2024-12-06,Sports Betting,3638.67,3100.75,537.92,50
S0022592,P00966,2024-12-06,Sports Betting,1998.0,1864.72,133.28,146
S0022593,P00966,2024-12-08,Sports Betting,4201.58,3920.23,281.35,130
S0022594,P00966,2024-11-28,Table Games,2727.85,2644.49,83.36,139
S0022595,P00966,2024-11-26,Sports Betting,1404.48,1437.92,-33.44,106
S0022596,P00966,2024-12-26,Sports Betting,2273.63,2236.61,37.02,99
S0022597,P00966,2024-12-08,Sports Betting,1409.92,1389.32,20.6,114
S0022598,P00966,2024-12-15,Sports Betting,4748.8,4907.37,-158.57,141
S0022599,P00966,2024-12-17,Sports Betting,1886.92,1624.85,262.07,168
S0022600,P00966,2024-12-15,Sports Betting,642.1,653.67,-11.57,133
S0022601,P00966,2024-12-20,Table Games,3543.64,3484.26,59.38,42
S0022602,P00966,2024-12-21,Sports Betting,4429.56,3962.41,467.15,153
S0022603,P00966,2024-12-28,Sports Betting,1358.08,1194.03,164.05,61
S0022604,P00966,2024-12-06,Sports Betting,2522.26,2620.74,-98.48,37
S0022605,P00966,2024-12-19,Sports Betting,4442.43,3873.45,568.98,168
S0022606,P00966,2024-11-29,Sports Betting,4122.36,4102.0,20.36,99
S0022607,P00966,2024-12-18,Table Games,4433.47,4319.29,114.18,112
S0022608,P00966,2024-12-22,Sports Betting,2478.36,2220.7,257.66,72
S0022609,P00966,2024-12-17,Sports Betting,349.95,345.3,4.65,108
S0022610,P00966,2024-12-11,Table Games,4228.2,4062.51,165.69,153
S0022611,P00966,2024-12-15,Sports Betting,4500.35,4305.68,194.67,132
S0022612,P00966,2024-11-25,Table Games,2576.99,2548.83,28.16,120
S0022613,P00966,2024-12-15,Sports Betting,2142.84,1959.02,183.82,115
S0022614,P00966,2024-12-13,Sports Betting,1372.99,1169.28,203.71,64
S0022615,P00966,2024-12-11,Sports Betting,1247.48,1159.5,87.98,101
S0022616,P00966,2024-12-29,Poker,1623.01,1558.98,64.03,152
S0022617,P00966,2024-12-28,Sports Betting,3795.52,3911.1,-115.58,23
S0022618,P00967,2024-08-15,Slots,42.19,40.44,1.75,12
S0022619,P00967,2024-08-14,Live Casino,38.4,37.21,1.19,18
S0022620,P00967,2024-12-29,Live Casino,25.82,24.98,0.84,16
S0022621,P00967,2024-07-06,Live Casino,45.04,43.71,1.33,171
S0022622,P00967,2024-05-06,Live Casino,19.58,18.83,0.75,165
S0022623,P00968,2024-07-06,Table Games,45.78,44.8,0.98,91
S0022624,P00968,2024-11-08,Sports Betting,49.03,44.4,4.63,15
S0022625,P00968,2024-04-08,Poker,15.67,14.75,0.92,79
S0022626,P00968,2023-10-17,Poker,25.67,25.09,0.58,179
S0022627,P00968,2024-09-27,Poker,7.49,7.16,0.33,102
S0022628,P00968,2023-08-16,Poker,49.03,47.21,1.82,10
S0022629,P00969,2024-11-18,Slots,32.03,30.22,1.81,78
S0022630,P00969,2024-10-06,Live Casino,17.35,16.94,0.41,10
S0022631,P00969,2024-12-17,Poker,26.73,25.56,1.17,32
S0022632,P00969,2024-09-22,Poker,26.27,24.88,1.39,171
S0022633,P00969,2024-11-02,Poker,29.29,28.15,1.14,135
S0022634,P00969,2024-10-16,Poker,27.57,26.06,1.51,41
S0022635,P00969,2024-10-07,Poker,39.67,38.11,1.56,133
S0022636,P00969,2024-11-11,Poker,10.63,10.02,0.61,92
S0022637,P00970,2024-12-26,Slots,45.15,42.66,2.49,152
S0022638,P00970,2024-12-01,Slots,30.96,29.83,1.13,101
S0022639,P00970,2024-12-29,Slots,33.08,29.85,3.23,58
S0022640,P00970,2024-12-02,Poker,15.86,15.06,0.8,152
S0022641,P00971,2023-12-01,Poker,71.31,68.7,2.61,20
S0022642,P00971,2024-01-05,Poker,126.95,123.88,3.07,159
S0022643,P00971,2024-04-28,Live Casino,79.29,75.76,3.53,166
S0022644,P00971,2024-09-27,Poker,61.34,59.66,1.68,102
S0022645,P00971,2024-05-29,Table Games,167.88,164.78,3.1,44
S0022646,P00971,2024-05-03,Poker,86.36,84.06,2.3,150
S0022647,P00971,2024-08-20,Sports Betting,181.63,164.28,17.35,60
S0022648,P00971,2024-05-15,Poker,94.76,89.81,4.95,61
S0022649,P00971,2023-12-03,Poker,123.43,116.03,7.4,101
S0022650,P00971,2024-03-28,Poker,107.31,103.99,3.32,11
S0022651,P00971,2024-02-22,Sports Betting,175.71,152.46,23.25,140
S0022652,P00971,2024-03-06,Poker,82.06,80.4,1.66,143
S0022653,P00971,2024-07-10,Live Casino,129.93,123.76,6.17,94
S0022654,P00971,2024-10-22,Poker,169.36,165.49,3.87,45
S0022655,P00971,2024-05-23,Poker,132.62,127.32,5.3,148
S0022656,P00971,2024-09-01,Poker,167.68,162.1,5.58,59
S0022657,P00971,2024-08-04,Poker,184.3,176.59,7.71,150
S0022658,P00971,2024-12-26,Poker,60.94,58.89,2.05,49
S0022659,P00971,2024-03-17,Poker,42.32,41.3,1.02,174
S0022660,P00971,2024-08-02,Sports Betting,154.41,135.73,18.68,150
S0022661,P00971,2024-01-11,Poker,77.95,75.49,2.46,40
S0022662,P00971,2024-09-03,Slots,164.12,152.08,12.04,100
S0022663,P00971,2024-07-12,Poker,194.18,187.79,6.39,18
S0022664,P00971,2024-04-06,Poker,49.0,46.93,2.07,115
S0022665,P00971,2024-08-03,Poker,107.31,101.71,5.6,81
S0022666,P00971,2024-08-07,Poker,190.51,181.15,9.36,115
S0022667,P00971,2024-02-20,Poker,75.26,71.5,3.76,113
S0022668,P00971,2024-05-31,Poker,144.52,139.38,5.14,58
S0022669,P00972,2024-01-31,Table Games,181.86,176.55,5.31,95
S0022670,P00972,2023-11-30,Table Games,626.08,611.59,14.49,169
S0022671,P00972,2023-08-05,Table Games,66.99,65.59,1.4,32
S0022672,P00972,2024-08-12,Table Games,757.24,739.38,17.86,126
S0022673,P00972,2024-07-18,Table Games,360.43,350.92,9.51,66
S0022674,P00972,2024-12-30,Table Games,375.57,371.29,4.28,42
S0022675,P00972,2024-03-28,Slots,375.89,340.39,35.5,45
S0022676,P00972,2023-07-16,Sports Betting,682.69,692.87,-10.18,56
S0022677,P00972,2023-08-02,Poker,139.16,132.2,6.96,38
S0022678,P00972,2024-11-30,Table Games,333.01,328.08,4.93,57
S0022679,P00972,2024-12-28,Table Games,403.75,396.17,7.58,82
S0022680,P00972,2024-01-25,Table Games,815.77,790.8,24.97,13
S0022681,P00972,2024-07-24,Sports Betting,93.89,87.9,5.99,118
S0022682,P00972,2024-07-16,Table Games,214.62,211.65,2.97,97
S0022683,P00972,2023-09-01,Table Games,476.56,458.67,17.89,153
S0022684,P00972,2023-10-17,Table Games,484.76,465.65,19.11,73
S0022685,P00972,2024-09-08,Table Games,802.85,787.48,15.37,79
S0022686,P00972,2024-11-20,Table Games,229.51,222.74,6.77,41
S0022687,P00972,2023-10-05,Poker,866.34,824.53,41.81,105
S0022688,P00972,2024-11-11,Slots,713.84,682.62,31.22,56
S0022689,P00972,2024-02-14,Table Games,356.16,348.88,7.28,160
S0022690,P00972,2024-09-12,Table Games,179.5,174.29,5.21,84
S0022691,P00972,2023-11-18,Table Games,274.46,266.21,8.25,41
S0022692,P00972,2023-11-06,Live Casino,624.26,602.55,21.71,107
S0022693,P00972,2023-12-12,Poker,80.89,78.15,2.74,48
S0022694,P00972,2023-11-03,Table Games,294.89,289.46,5.43,15
S0022695,P00972,2024-08-18,Table Games,189.53,187.52,2.01,164
S0022696,P00972,2024-09-05,Table Games,121.47,120.23,1.24,135
S0022697,P00972,2023-08-22,Table Games,674.56,660.19,14.37,24
S0022698,P00972,2023-11-29,Table Games,661.56,635.23,26.33,117
S0022699,P00972,2023-10-08,Table Games,749.77,740.97,8.8,179
S0022700,P00972,2024-06-04,Slots,270.38,245.72,24.66,166
S0022701,P00972,2023-07-25,Table Games,505.57,499.69,5.88,56
S0022702,P00972,2023-10-11,Poker,347.04,327.25,19.79,36
S0022703,P00972,2024-04-22,Table Games,202.69,196.55,6.14,91
S0022704,P00972,2024-12-13,Live Casino,460.53,448.15,12.38,61
S0022705,P00972,2024-11-30,Table Games,254.28,249.88,4.4,100
S0022706,P00972,2024-08-04,Table Games,366.04,351.57,14.47,16
S0022707,P00972,2024-10-13,Slots,971.44,904.25,67.19,43
S0022708,P00972,2024-04-28,Live Casino,908.5,872.95,35.55,178
S0022709,P00972,2024-05-17,Slots,830.0,774.6,55.4,104
S0022710,P00972,2024-02-19,Table Games,945.46,908.21,37.25,149
S0022711,P00972,2024-12-03,Table Games,949.4,923.14,26.26,148
S0022712,P00972,2023-12-29,Table Games,91.02,88.55,2.47,107
S0022713,P00972,2024-05-15,Poker,720.24,690.93,29.31,167
S0022714,P00973,2024-05-07,Sports Betting,28.58,24.67,3.91,119
S0022715,P00973,2024-06-05,Sports Betting,15.15,14.46,0.69,176
S0022716,P00973,2024-12-22,Sports Betting,47.79,40.68,7.11,9
S0022717,P00973,2024-10-08,Sports Betting,13.49,13.8,-0.31,43
S0022718,P00973,2024-08-21,Sports Betting,46.59,39.96,6.63,72
S0022719,P00973,2024-06-04,Sports Betting,8.02,8.14,-0.12,79
S0022720,P00973,2024-03-25,Sports Betting,34.1,29.5,4.6,166
S0022721,P00973,2024-06-15,Table Games,23.02,22.59,0.43,144
S0022722,P00973,2024-06-21,Slots,31.69,29.41,2.28,104
S0022723,P00973,2024-05-12,Sports Betting,30.28,31.13,-0.85,89
S0022724,P00974,2024-09-22,Poker,2765.42,2650.65,114.77,36
S0022725,P00974,2024-09-16,Poker,4913.58,4676.81,236.77,159
S0022726,P00974,2024-11-17,Poker,865.19,840.55,24.64,84
S0022727,P00974,2024-11-12,Poker,3892.76,3749.67,143.09,70
S0022728,P00974,2024-10-28,Table Games,1546.85,1486.56,60.29,17
S0022729,P00974,2024-11-13,Poker,1735.44,1691.71,43.73,34
S0022730,P00974,2024-11-24,Poker,4137.27,4015.42,121.85,112
S0022731,P00974,2024-11-10,Poker,887.01,844.68,42.33,66
S0022732,P00974,2024-12-22,Poker,4667.86,4518.84,149.02,49
S0022733,P00974,2024-11-13,Sports Betting,1279.43,1340.37,-60.94,160
S0022734,P00974,2024-09-08,Live Casino,2367.55,2250.49,117.06,74
S0022735,P00974,2024-12-08,Slots,1922.5,1778.96,143.54,88
S0022736,P00974,2024-12-21,Poker,436.77,427.18,9.59,78
S0022737,P00974,2024-09-30,Poker,2543.58,2472.4,71.18,38
S0022738,P00974,2024-11-14,Poker,1935.38,1884.79,50.59,116
S0022739,P00974,2024-09-18,Poker,1065.57,1028.79,36.78,25
S0022740,P00974,2024-10-16,Poker,2231.99,2123.3,108.69,163
S0022741,P00974,2024-12-08,Poker,895.9,875.4,20.5,71
S0022742,P00974,2024-09-20,Poker,2644.39,2528.75,115.64,179
S0022743,P00974,2024-10-22,Poker,1072.79,1020.84,51.95,8
S0022744,P00974,2024-09-14,Poker,460.84,442.96,17.88,90
S0022745,P00974,2024-10-20,Poker,3381.72,3180.42,201.3,163
S0022746,P00974,2024-12-02,Poker,380.02,369.62,10.4,20
S0022747,P00974,2024-10-05,Poker,2510.0,2390.67,119.33,168
S0022748,P00974,2024-12-15,Poker,4022.26,3936.87,85.39,96
S0022749,P00974,2024-12-23,Poker,2374.05,2308.13,65.92,129
S0022750,P00974,2024-11-28,Poker,2866.76,2722.82,143.94,156
S0022751,P00974,2024-10-18,Poker,290.49,281.8,8.69,31
S0022752,P00974,2024-09-16,Poker,3688.19,3580.86,107.33,114
S0022753,P00974,2024-12-01,Slots,3914.89,3705.86,209.03,36
S0022754,P00974,2024-10-01,Slots,4739.44,4495.12,244.32,128
S0022755,P00974,2024-12-30,Poker,1715.8,1623.63,92.17,41
S0022756,P00974,2024-10-31,Poker,3002.16,2896.87,105.29,124
S0022757,P00974,2024-09-13,Poker,4652.33,4480.68,171.65,102
S0022758,P00974,2024-10-17,Poker,3709.75,3492.69,217.06,65
S0022759,P00974,2024-11-28,Poker,362.56,349.72,12.84,156
S0022760,P00974,2024-12-27,Poker,2395.8,2296.79,99.01,148
S0022761,P00974,2024-10-24,Sports Betting,2170.8,1930.57,240.23,64
S0022762,P00974,2024-09-20,Poker,4469.35,4319.76,149.59,162
S0022763,P00974,2024-11-25,Poker,4248.95,4106.95,142.0,128
S0022764,P00974,2024-12-16,Live Casino,1853.77,1830.49,23.28,110
S0022765,P00974,2024-11-25,Sports Betting,3933.3,3981.51,-48.21,164
S0022766,P00974,2024-09-15,Table Games,2574.64,2540.07,34.57,36
S0022767,P00974,2024-11-23,Poker,877.3,847.94,29.36,25
S0022768,P00974,2024-10-04,Poker,437.82,419.97,17.85,120
S0022769,P00974,2024-10-11,Poker,772.63,746.66,25.97,114
S0022770,P00974,2024-11-08,Slots,3470.09,3169.25,300.84,164
S0022771,P00974,2024-12-30,Slots,3825.0,3644.2,180.8,177
S0022772,P00974,2024-10-22,Poker,2176.32,2071.0,105.32,83
S0022773,P00974,2024-11-13,Poker,2836.15,2666.11,170.04,94
S0022774,P00974,2024-12-20,Poker,4334.92,4125.28,209.64,150
S0022775,P00974,2024-09-19,Poker,594.95,577.67,17.28,164
S0022776,P00974,2024-09-25,Poker,2079.62,1980.42,99.2,170
S0022777,P00974,2024-11-13,Poker,2084.89,2034.28,50.61,94
S0022778,P00974,2024-12-14,Slots,1868.48,1805.21,63.27,177
S0022779,P00974,2024-09-30,Live Casino,2800.41,2697.99,102.42,103
S0022780,P00974,2024-09-20,Poker,3368.63,3194.91,173.72,7
S0022781,P00974,2024-10-19,Poker,966.78,945.4,21.38,53
S0022782,P00974,2024-09-26,Poker,1553.54,1468.14,85.4,101
S0022783,P00974,2024-11-22,Poker,3351.12,3279.33,71.79,16
S0022784,P00974,2024-09-27,Poker,2564.07,2477.96,86.11,95
S0022785,P00974,2024-09-23,Poker,2122.09,2030.21,91.88,35
S0022786,P00974,2024-11-08,Poker,4453.26,4241.36,211.9,15
S0022787,P00974,2024-10-15,Poker,1239.37,1208.77,30.6,48
S0022788,P00974,2024-10-25,Poker,3438.52,3346.07,92.45,150
S0022789,P00974,2024-12-14,Slots,1266.49,1140.54,125.95,41
S0022790,P00974,2024-10-29,Poker,2594.88,2529.69,65.19,23
S0022791,P00974,2024-10-29,Poker,3157.23,2979.88,177.35,30
S0022792,P00974,2024-10-21,Poker,672.16,643.19,28.97,86
S0022793,P00974,2024-10-31,Poker,3316.1,3133.5,182.6,70
S0022794,P00974,2024-11-04,Poker,4291.65,4104.12,187.53,70
S0022795,P00974,2024-09-30,Poker,3637.97,3561.96,76.01,61
S0022796,P00974,2024-09-17,Poker,376.49,366.03,10.46,176
S0022797,P00974,2024-10-22,Table Games,253.6,243.59,10.01,92
S0022798,P00974,2024-10-30,Poker,708.02,692.1,15.92,148
S0022799,P00974,2024-10-09,Poker,2759.12,2693.44,65.68,117
S0022800,P00974,2024-12-13,Poker,2356.95,2223.61,133.34,30
S0022801,P00974,2024-11-27,Live Casino,2798.11,2748.66,49.45,116
S0022802,P00974,2024-09-12,Table Games,2460.72,2376.76,83.96,88
S0022803,P00974,2024-11-16,Poker,2983.63,2845.16,138.47,74
S0022804,P00974,2024-10-15,Poker,2255.11,2195.5,59.61,22
S0022805,P00974,2024-12-18,Slots,3591.9,3428.12,163.78,48
S0022806,P00974,2024-12-22,Poker,1686.92,1628.03,58.89,135
S0022807,P00974,2024-10-28,Poker,1315.27,1250.31,64.96,141
S0022808,P00974,2024-10-04,Poker,1317.23,1254.78,62.45,63
S0022809,P00974,2024-12-06,Sports Betting,4452.97,4416.38,36.59,131
S0022810,P00974,2024-12-14,Poker,358.75,351.43,7.32,144
S0022811,P00974,2024-11-26,Poker,3674.3,3472.5,201.8,55
S0022812,P00974,2024-12-10,Poker,1469.31,1437.49,31.82,49
S0022813,P00974,2024-11-25,Poker,2188.89,2144.36,44.53,58
S0022814,P00974,2024-11-28,Poker,3303.99,3209.07,94.92,104
S0022815,P00974,2024-12-24,Live Casino,2519.66,2450.53,69.13,159
S0022816,P00974,2024-11-10,Poker,4847.67,4624.18,223.49,158
S0022817,P00974,2024-11-25,Poker,4502.7,4392.64,110.06,65
S0022818,P00974,2024-12-31,Poker,960.56,910.05,50.51,81
S0022819,P00974,2024-09-26,Poker,3657.8,3550.32,107.48,165
S0022820,P00974,2024-10-28,Poker,3329.64,3261.07,68.57,51
S0022821,P00974,2024-09-20,Poker,1918.46,1845.05,73.41,138
S0022822,P00974,2024-11-05,Poker,1696.74,1640.72,56.02,80
S0022823,P00974,2024-10-31,Sports Betting,4881.77,4594.2,287.57,96
S0022824,P00974,2024-12-09,Poker,3693.62,3561.34,132.28,10
S0022825,P00974,2024-12-02,Poker,1665.84,1614.73,51.11,62
S0022826,P00974,2024-10-14,Poker,263.73,251.89,11.84,78
S0022827,P00974,2024-12-19,Slots,571.9,536.04,35.86,102
S0022828,P00974,2024-09-20,Poker,1551.59,1464.11,87.48,113
S0022829,P00974,2024-09-22,Poker,4590.35,4315.9,274.45,80
S0022830,P00974,2024-12-10,Poker,3527.87,3378.26,149.61,86
S0022831,P00974,2024-10-14,Poker,4127.63,3886.67,240.96,124
S0022832,P00974,2024-09-16,Poker,2062.68,2006.16,56.52,173
S0022833,P00974,2024-12-14,Live Casino,2037.57,1982.88,54.69,5
S0022834,P00974,2024-09-22,Poker,4694.68,4503.37,191.31,133
S0022835,P00974,2024-09-13,Table Games,4964.99,4816.94,148.05,29
S0022836,P00974,2024-11-19,Poker,4033.85,3801.02,232.83,111
S0022837,P00974,2024-11-11,Table Games,3294.09,3208.94,85.15,151
S0022838,P00975,2024-12-26,Live Casino,4906.95,4832.4,74.55,124
S0022839,P00975,2024-11-28,Live Casino,732.93,710.21,22.72,5
S0022840,P00975,2024-12-31,Sports Betting,1591.81,1655.42,-63.61,133
S0022841,P00975,2024-12-07,Live Casino,1077.98,1055.07,22.91,86
S0022842,P00975,2024-11-27,Live Casino,1917.38,1886.76,30.62,69
S0022843,P00975,2024-12-01,Live Casino,4441.55,4386.9,54.65,46
S0022844,P00975,2024-12-20,Sports Betting,4082.74,4246.3,-163.56,31
S0022845,P00975,2024-12-15,Live Casino,261.27,258.26,3.01,6
S0022846,P00975,2024-12-25,Poker,1203.53,1134.86,68.67,61
S0022847,P00975,2024-11-28,Table Games,2819.38,2769.84,49.54,77
S0022848,P00975,2024-12-08,Poker,2502.49,2429.37,73.12,97
S0022849,P00975,2024-11-27,Live Casino,1788.34,1719.67,68.67,175
S0022850,P00975,2024-12-31,Live Casino,339.18,329.98,9.2,129
S0022851,P00975,2024-12-11,Live Casino,3712.89,3593.43,119.46,152
S0022852,P00975,2024-11-29,Live Casino,2979.09,2922.29,56.8,69
S0022853,P00975,2024-11-27,Live Casino,1275.75,1251.09,24.66,80
S0022854,P00975,2024-12-31,Live Casino,2796.67,2727.56,69.11,126
S0022855,P00975,2024-12-14,Live Casino,4330.1,4169.67,160.43,75
S0022856,P00975,2024-12-28,Live Casino,2286.38,2182.4,103.98,122
S0022857,P00975,2024-12-08,Live Casino,4122.74,3942.5,180.24,124
S0022858,P00975,2024-11-23,Live Casino,1506.97,1453.9,53.07,129
S0022859,P00975,2024-12-22,Live Casino,4340.73,4267.11,73.62,105
S0022860,P00975,2024-12-19,Live Casino,4970.09,4736.73,233.36,93
S0022861,P00975,2024-12-17,Live Casino,4599.26,4446.94,152.32,46
S0022862,P00975,2024-12-06,Live Casino,3546.61,3401.55,145.06,179
S0022863,P00975,2024-12-30,Slots,1420.21,1296.95,123.26,165
S0022864,P00975,2024-12-09,Live Casino,3031.76,2913.26,118.5,141
S0022865,P00975,2024-12-10,Live Casino,4551.29,4404.18,147.11,72
S0022866,P00975,2024-12-09,Live Casino,3303.66,3141.94,161.72,62
S0022867,P00975,2024-12-07,Live Casino,1066.85,1045.11,21.74,8
S0022868,P00975,2024-11-25,Live Casino,3803.24,3625.2,178.04,58
S0022869,P00975,2024-12-10,Live Casino,4904.46,4823.91,80.55,59
S0022870,P00975,2024-11-28,Live Casino,4358.06,4168.48,189.58,18
S0022871,P00975,2024-12-15,Live Casino,2219.4,2124.68,94.72,8
S0022872,P00975,2024-12-03,Live Casino,958.01,915.05,42.96,144
S0022873,P00975,2024-12-22,Live Casino,742.62,720.39,22.23,10
S0022874,P00975,2024-12-27,Live Casino,3426.71,3305.33,121.38,100
S0022875,P00975,2024-11-29,Sports Betting,804.17,784.7,19.47,108
S0022876,P00975,2024-12-30,Sports Betting,2733.96,2862.95,-128.99,142
S0022877,P00975,2024-11-22,Sports Betting,3675.99,3664.2,11.79,126
S0022878,P00975,2024-12-25,Live Casino,2562.7,2508.43,54.27,156
S0022879,P00975,2024-12-29,Table Games,4667.73,4609.24,58.49,11
S0022880,P00975,2024-11-23,Live Casino,4495.11,4380.21,114.9,67
S0022881,P00975,2024-12-20,Table Games,3756.18,3642.75,113.43,26
S0022882,P00975,2024-12-20,Live Casino,3686.21,3507.1,179.11,9
S0022883,P00975,2024-11-30,Live Casino,2322.22,2263.55,58.67,30
S0022884,P00975,2024-12-19,Live Casino,784.35,767.84,16.51,88
S0022885,P00975,2024-12-07,Live Casino,3517.31,3450.9,66.41,18
S0022886,P00975,2024-12-05,Live Casino,3747.3,3666.85,80.45,74
S0022887,P00975,2024-12-23,Table Games,1025.37,990.43,34.94,49
S0022888,P00975,2024-11-26,Live Casino,4034.71,3959.37,75.34,130
S0022889,P00975,2024-12-25,Live Casino,4291.49,4235.13,56.36,177
S0022890,P00975,2024-12-14,Poker,2614.63,2475.15,139.48,99
S0022891,P00975,2024-12-14,Live Casino,1392.68,1324.88,67.8,162
S0022892,P00976,2024-11-06,Live Casino,6.93,6.72,0.21,101
S0022893,P00976,2024-09-11,Live Casino,13.38,13.16,0.22,8
S0022894,P00976,2024-09-01,Live Casino,43.93,42.1,1.83,155
S0022895,P00976,2024-12-29,Live Casino,31.52,30.29,1.23,153
S0022896,P00976,2024-04-06,Live Casino,18.16,17.55,0.61,102
S0022897,P00976,2023-12-01,Poker,19.16,18.7,0.46,85
S0022898,P00976,2024-01-07,Live Casino,24.27,24.02,0.25,105
S0022899,P00977,2024-08-03,Slots,50.55,46.7,3.85,35
S0022900,P00977,2024-06-07,Slots,52.55,50.66,1.89,60
S0022901,P00977,2024-10-17,Slots,162.14,147.84,14.3,92
S0022902,P00977,2024-12-30,Slots,35.89,32.62,3.27,79
S0022903,P00977,2024-07-31,Slots,23.88,22.52,1.36,86
S0022904,P00977,2024-04-15,Slots,24.25,22.56,1.69,147
S0022905,P00977,2024-12-06,Poker,53.3,50.87,2.43,110
S0022906,P00977,2024-07-22,Slots,46.67,42.53,4.14,50
S0022907,P00977,2024-09-21,Slots,96.94,91.84,5.1,138
S0022908,P00977,2024-03-24,Slots,11.92,11.19,0.73,12
S0022909,P00978,2024-06-13,Sports Betting,27.4,27.36,0.04,139
S0022910,P00978,2024-12-12,Sports Betting,41.26,39.35,1.91,114
S0022911,P00979,2024-11-20,Sports Betting,355.42,363.98,-8.56,113
S0022912,P00979,2024-11-25,Sports Betting,877.79,874.91,2.88,75
S0022913,P00979,2024-11-16,Sports Betting,547.84,567.79,-19.95,79
S0022914,P00979,2024-11-10,Sports Betting,999.84,855.36,144.48,37
S0022915,P00979,2024-12-18,Sports Betting,109.23,98.22,11.01,124
S0022916,P00979,2024-09-30,Sports Betting,337.6,331.52,6.08,135
S0022917,P00979,2024-09-10,Sports Betting,418.78,403.0,15.78,38
