player_id,registration_date,country,segment,status,preferred_game,deposit_method,last_login,kyc_verified
P00605,2024-09-19,Finland,Casual,Dormant,Table Games,E-Wallet,2024-09-21,Yes
P00606,2023-12-18,Canada,Whale,Active,Live Casino,Crypto,2024-12-24,Yes
P00607,2024-02-15,Nigeria,Casual,Active,Live Casino,E-Wallet,2024-12-19,No
P00608,2023-08-30,Canada,Regular,Inactive,Live Casino,E-Wallet,2024-11-10,No
P00609,2024-04-29,Canada,Regular,Dormant,Sports Betting,E-Wallet,2024-06-13,No
P00610,2024-06-13,Sweden,VIP,Active,Table Games,Bank Transfer,2024-12-22,Yes
P00611,2024-02-12,UK,Regular,Active,Live Casino,Bank Transfer,2024-12-19,Yes
P00612,2024-04-05,India,Regular,Self-Excluded,Table Games,Bank Transfer,2024-06-10,Yes
P00613,2023-12-26,Nigeria,Casual,Dormant,Poker,E-Wallet,2024-04-05,No
P00614,2023-11-29,Sweden,Casual,Self-Excluded,Slots,Crypto,2024-08-04,Yes
P00615,2023-05-29,India,Casual,Dormant,Sports Betting,Crypto,2024-04-20,No
P00616,2023-06-15,India,Casual,Active,Table Games,Bank Transfer,2024-12-22,Yes
P00617,2024-03-31,Nigeria,Casual,Dormant,Poker,Crypto,2024-07-01,Yes
P00618,2023-01-24,Brazil,Casual,Active,Slots,E-Wallet,2024-12-20,Yes
P00619,2023-03-07,Finland,Casual,Dormant,Slots,Credit Card,2024-07-03,No
P00620,2023-03-27,Malta,Regular,Active,Slots,Crypto,2024-12-26,Yes
P00621,2023-10-18,Malta,Casual,Inactive,Poker,E-Wallet,2023-12-21,Yes
P00622,2023-11-30,Finland,Regular,Dormant,Table Games,Crypto,2024-07-26,Yes
P00623,2024-07-06,Sweden,VIP,Active,Poker,Crypto,2024-12-26,Yes
P00624,2023-11-14,Finland,Regular,Dormant,Live Casino,Credit Card,2024-07-17,Yes
P00625,2023-09-24,UK,Casual,Active,Poker,E-Wallet,2024-12-17,Yes
P00626,2023-01-09,Sweden,Casual,Self-Excluded,Table Games,Credit Card,2024-05-26,No
P00627,2024-09-03,Finland,Regular,Active,Table Games,E-Wallet,2024-12-17,Yes
P00628,2024-02-09,Canada,Regular,Active,Sports Betting,E-Wallet,2024-12-28,Yes
P00629,2023-09-03,Nigeria,Casual,Inactive,Table Games,Bank Transfer,2024-10-16,Yes
P00630,2023-10-03,Malta,Regular,Inactive,Live Casino,Bank Transfer,2023-11-07,Yes
P00631,2024-04-08,Sweden,Casual,Active,Live Casino,Bank Transfer,2024-12-26,Yes
P00632,2024-07-01,Brazil,Casual,Active,Table Games,E-Wallet,2024-12-18,Yes
P00633,2023-08-27,Sweden,Regular,Active,Live Casino,Bank Transfer,2024-12-17,Yes
P00634,2024-05-25,UK,Regular,Dormant,Table Games,Credit Card,2024-09-20,No
P00635,2023-02-27,Germany,Whale,Active,Poker,Crypto,2024-12-23,Yes
P00636,2023-09-14,UK,VIP,Self-Excluded,Slots,E-Wallet,2024-11-11,Yes
P00637,2023-09-11,Cyprus,Whale,Inactive,Sports Betting,Credit Card,2023-09-28,Yes
P00638,2024-04-29,India,Whale,Active,Live Casino,Credit Card,2024-12-21,Yes
P00639,2023-05-06,Brazil,Regular,Active,Live Casino,Bank Transfer,2024-12-27,No
P00640,2023-08-12,Canada,VIP,Dormant,Table Games,Credit Card,2023-12-10,Yes
P00641,2023-05-03,UK,Casual,Inactive,Slots,Crypto,2024-01-06,Yes
P00642,2023-04-02,Germany,Casual,Active,Poker,Bank Transfer,2024-12-24,No
P00643,2024-10-02,Malta,Whale,Active,Poker,Credit Card,2024-12-22,Yes
P00644,2024-07-25,Sweden,Casual,Dormant,Live Casino,Credit Card,2024-09-07,Yes
P00645,2023-05-18,Sweden,Casual,Active,Sports Betting,Bank Transfer,2024-12-17,Yes
P00646,2024-08-03,India,Casual,Active,Sports Betting,Bank Transfer,2024-12-22,No
P00647,2024-07-21,Malta,Regular,Active,Sports Betting,Bank Transfer,2024-12-25,No
P00648,2024-04-09,Finland,Regular,Active,Sports Betting,E-Wallet,2024-12-27,No
P00649,2024-01-08,India,Regular,Dormant,Slots,Crypto,2024-05-09,Yes
P00650,2024-07-18,India,Regular,Active,Sports Betting,Bank Transfer,2024-12-21,Yes
P00651,2023-03-10,Malta,Regular,Active,Slots,E-Wallet,2024-12-19,Yes
P00652,2023-02-02,Sweden,Casual,Inactive,Poker,Bank Transfer,2024-03-05,Yes
P00653,2023-03-14,Cyprus,Casual,Active,Sports Betting,Credit Card,2024-12-31,Yes
P00654,2024-01-05,India,Regular,Inactive,Slots,Bank Transfer,2024-08-04,Yes
P00655,2023-11-08,Finland,Regular,Active,Slots,Credit Card,2024-12-20,Yes
P00656,2023-07-14,Cyprus,Regular,Active,Poker,E-Wallet,2024-12-27,Yes
P00657,2023-04-19,Sweden,Regular,Dormant,Sports Betting,Credit Card,2024-04-19,Yes
P00658,2024-02-16,Finland,Casual,Inactive,Poker,Crypto,2024-05-06,No
P00659,2024-07-17,India,VIP,Dormant,Sports Betting,Crypto,2024-08-27,No
P00660,2023-09-04,Canada,Casual,Inactive,Poker,Bank Transfer,2023-12-22,Yes
P00661,2024-02-11,Brazil,Casual,Active,Poker,Credit Card,2024-12-17,Yes
P00662,2023-11-06,Cyprus,Whale,Active,Table Games,Credit Card,2024-12-20,No
P00663,2023-10-10,Finland,VIP,Dormant,Poker,E-Wallet,2024-06-27,Yes
P00664,2023-06-09,Nigeria,Casual,Active,Live Casino,E-Wallet,2024-12-22,Yes
P00665,2024-08-07,Germany,Casual,Inactive,Table Games,Crypto,2024-09-03,Yes
P00666,2024-12-07,Germany,VIP,Inactive,Poker,Bank Transfer,2024-12-07,Yes
P00667,2024-01-26,India,VIP,Active,Table Games,Crypto,2024-12-17,Yes
P00668,2023-08-21,Nigeria,VIP,Inactive,Slots,Crypto,2024-10-28,Yes
P00669,2023-11-23,India,Regular,Inactive,Poker,E-Wallet,2024-02-07,Yes
P00670,2024-02-07,Nigeria,Regular,Dormant,Poker,Credit Card,2024-08-17,Yes
P00671,2024-02-08,Germany,Casual,Active,Sports Betting,Credit Card,2024-12-22,Yes
P00672,2024-02-13,Malta,Casual,Inactive,Sports Betting,E-Wallet,2024-04-19,Yes
P00673,2023-07-20,Finland,Regular,Inactive,Live Casino,E-Wallet,2024-07-30,Yes
P00674,2023-11-28,Germany,Regular,Self-Excluded,Slots,Crypto,2024-09-17,Yes
P00675,2023-11-25,UK,Casual,Active,Table Games,E-Wallet,2024-12-27,No
P00676,2024-03-28,UK,Regular,Inactive,Live Casino,E-Wallet,2024-07-18,Yes
P00677,2023-03-29,Cyprus,Casual,Active,Poker,E-Wallet,2024-12-17,No
P00678,2023-01-15,Germany,VIP,Active,Table Games,Crypto,2024-12-29,Yes
P00679,2024-07-04,Finland,Casual,Active,Table Games,Crypto,2024-12-25,Yes
P00680,2024-12-12,UK,Whale,Inactive,Sports Betting,Credit Card,2024-12-12,Yes
P00681,2023-07-25,Brazil,Casual,Dormant,Slots,Crypto,2024-06-05,Yes
P00682,2024-02-02,Germany,Casual,Self-Excluded,Slots,Bank Transfer,2024-08-04,No
P00683,2023-08-25,Germany,Regular,Dormant,Table Games,Crypto,2024-05-11,No
P00684,2023-07-10,Finland,Regular,Active,Slots,Credit Card,2024-12-24,Yes
P00685,2023-12-08,UK,Regular,Inactive,Table Games,Bank Transfer,2024-02-26,Yes
P00686,2024-05-28,Brazil,Casual,Active,Sports Betting,Credit Card,2024-12-17,No
P00687,2023-08-19,Canada,VIP,Active,Live Casino,Credit Card,2024-12-31,Yes
P00688,2024-11-25,Cyprus,Regular,Inactive,Sports Betting,E-Wallet,2024-11-30,Yes
P00689,2023-11-16,Sweden,Casual,Dormant,Poker,E-Wallet,2024-05-02,Yes
P00690,2024-07-08,Malta,Casual,Self-Excluded,Table Games,E-Wallet,2024-08-28,Yes
P00691,2023-05-29,India,VIP,Inactive,Slots,Credit Card,2023-11-06,Yes
P00692,2023-05-30,Canada,VIP,Inactive,Sports Betting,Bank Transfer,2024-04-20,Yes
P00693,2024-10-14,Brazil,VIP,Dormant,Live Casino,E-Wallet,2024-10-14,Yes
P00694,2024-09-18,Nigeria,Casual,Inactive,Live Casino,E-Wallet,2024-11-29,Yes
P00695,2023-03-23,Malta,Casual,Self-Excluded,Poker,Crypto,2024-07-23,Yes
P00696,2024-02-01,Malta,Casual,Inactive,Live Casino,E-Wallet,2024-04-11,Yes
P00697,2023-01-16,Cyprus,Regular,Dormant,Live Casino,E-Wallet,2024-03-13,Yes
P00698,2024-03-25,India,VIP,Dormant,Sports Betting,E-Wallet,2024-07-28,Yes
P00699,2024-09-14,India,Regular,Self-Excluded,Sports Betting,Credit Card,2024-11-01,Yes
P00700,2023-02-13,Finland,Casual,Dormant,Poker,Crypto,2023-10-22,No
P00701,2024-02-01,Cyprus,Casual,Inactive,Table Games,Crypto,2024-02-26,Yes
P00702,2023-10-20,Brazil,Casual,Inactive,Poker,Credit Card,2024-05-23,Yes
P00703,2024-04-19,Germany,VIP,Self-Excluded,Poker,Credit Card,2024-08-12,Yes
P00704,2024-12-13,Canada,Regular,Inactive,Sports Betting,Bank Transfer,2024-12-13,Yes
P00705,2024-08-27,Sweden,Casual,Dormant,Slots,Bank Transfer,2024-09-08,Yes
P00706,2024-12-29,Germany,Regular,Dormant,Slots,Credit Card,2024-12-29,Yes
P00707,2023-03-29,Finland,Regular,Inactive,Poker,E-Wallet,2024-04-25,Yes
P00708,2023-06-24,Malta,Casual,Dormant,Live Casino,E-Wallet,2024-04-08,Yes
P00709,2024-03-05,Sweden,Regular,Active,Table Games,E-Wallet,2024-12-28,Yes
P00710,2023-07-27,Brazil,Casual,Active,Slots,Crypto,2024-12-29,Yes
P00711,2023-01-06,Cyprus,Casual,Inactive,Live Casino,Crypto,2024-05-25,Yes
P00712,2024-09-07,Finland,Casual,Inactive,Table Games,E-Wallet,2024-10-08,Yes
P00713,2024-10-30,UK,Casual,Active,Poker,Bank Transfer,2024-12-19,Yes
P00714,2023-04-22,Malta,Casual,Inactive,Table Games,E-Wallet,2023-10-21,No
P00715,2024-01-04,Brazil,Regular,Dormant,Table Games,Bank Transfer,2024-02-20,No
P00716,2024-03-13,Brazil,VIP,Self-Excluded,Sports Betting,E-Wallet,2024-04-15,Yes
P00717,2023-12-04,Cyprus,VIP,Active,Live Casino,Credit Card,2024-12-25,Yes
P00718,2024-10-06,Sweden,Regular,Inactive,Poker,Bank Transfer,2024-10-11,Yes
P00719,2023-09-23,India,VIP,Active,Live Casino,Crypto,2024-12-26,Yes
P00720,2024-05-19,Brazil,Regular,Dormant,Live Casino,Credit Card,2024-07-17,Yes
P00721,2023-05-01,Nigeria,Casual,Self-Excluded,Sports Betting,Crypto,2023-11-29,Yes
P00722,2024-10-14,Cyprus,Casual,Active,Table Games,Bank Transfer,2024-12-27,No
P00723,2024-06-02,Germany,Casual,Inactive,Table Games,Bank Transfer,2024-06-03,Yes
P00724,2023-01-30,India,Regular,Dormant,Table Games,Crypto,2023-08-16,No
P00725,2024-10-23,Sweden,Regular,Active,Poker,Bank Transfer,2024-12-19,Yes
P00726,2023-02-27,Nigeria,VIP,Self-Excluded,Table Games,Credit Card,2023-12-30,Yes
P00727,2023-12-29,Brazil,Regular,Active,Slots,Bank Transfer,2024-12-19,No
P00728,2023-06-19,Malta,Regular,Inactive,Poker,Credit Card,2024-07-21,No
P00729,2024-12-23,UK,Regular,Dormant,Table Games,Crypto,2024-12-23,Yes
P00730,2024-01-16,Cyprus,VIP,Active,Poker,Bank Transfer,2024-12-21,Yes
P00731,2023-02-08,Sweden,Casual,Dormant,Poker,Credit Card,2023-05-13,No
P00732,2023-06-07,Sweden,VIP,Active,Poker,Bank Transfer,2024-12-31,No
P00733,2023-04-11,Malta,Casual,Dormant,Live Casino,Credit Card,2024-09-20,Yes
P00734,2024-06-18,UK,Regular,Active,Poker,Credit Card,2024-12-21,Yes
P00735,2023-04-16,Brazil,VIP,Active,Slots,Bank Transfer,2024-12-27,Yes
P00736,2023-07-25,Finland,Casual,Active,Table Games,Crypto,2024-12-21,Yes
P00737,2023-06-11,Nigeria,Casual,Active,Poker,Credit Card,2024-12-17,Yes
P00738,2023-11-23,Brazil,Casual,Active,Poker,E-Wallet,2024-12-28,Yes
P00739,2023-12-13,Malta,Casual,Inactive,Slots,Crypto,2024-01-07,No
P00740,2024-01-28,Canada,Casual,Active,Live Casino,Crypto,2024-12-23,Yes
P00741,2023-07-22,Finland,Casual,Self-Excluded,Slots,Crypto,2024-06-29,Yes
P00742,2024-12-16,Sweden,Casual,Inactive,Table Games,Crypto,2024-12-16,Yes
P00743,2023-05-28,Brazil,VIP,Dormant,Table Games,Crypto,2024-04-07,Yes
P00744,2023-12-05,Sweden,VIP,Inactive,Sports Betting,Credit Card,2024-05-19,Yes
P00745,2024-05-05,Brazil,Casual,Inactive,Table Games,E-Wallet,2024-06-17,Yes
P00746,2023-04-20,Germany,Casual,Active,Table Games,Crypto,2024-12-27,Yes
P00747,2024-09-27,Sweden,Casual,Active,Sports Betting,Credit Card,2024-12-19,Yes
P00748,2024-08-28,Nigeria,VIP,Active,Table Games,E-Wallet,2024-12-23,Yes
P00749,2024-12-29,Sweden,Regular,Inactive,Slots,Crypto,2024-12-29,Yes
P00750,2024-03-31,Germany,Casual,Active,Poker,Credit Card,2024-12-23,Yes
P00751,2024-01-24,UK,Regular,Active,Slots,E-Wallet,2024-12-27,No
P00752,2024-10-13,Malta,VIP,Self-Excluded,Live Casino,Crypto,2024-11-30,Yes
P00753,2024-08-14,India,Casual,Inactive,Table Games,Bank Transfer,2024-09-09,No
P00754,2023-12-19,Nigeria,VIP,Dormant,Poker,Crypto,2023-12-23,No
P00755,2023-03-05,UK,VIP,Active,Slots,Bank Transfer,2024-12-25,Yes
P00756,2023-02-01,Nigeria,Casual,Active,Sports Betting,Bank Transfer,2024-12-28,Yes
P00757,2024-03-21,Sweden,Casual,Inactive,Live Casino,E-Wallet,2024-06-17,Yes
P00758,2024-01-04,Brazil,VIP,Self-Excluded,Live Casino,E-Wallet,2024-03-22,Yes
P00759,2023-05-28,Canada,Regular,Self-Excluded,Live Casino,Credit Card,2024-10-07,Yes
P00760,2024-04-11,Canada,VIP,Dormant,Poker,E-Wallet,2024-09-12,Yes
P00761,2024-04-05,Malta,Casual,Inactive,Sports Betting,Credit Card,2024-06-01,Yes
P00762,2023-08-31,Canada,VIP,Inactive,Poker,Bank Transfer,2024-01-15,Yes
P00763,2024-05-09,Nigeria,Casual,Self-Excluded,Sports Betting,Credit Card,2024-06-06,Yes
P00764,2023-10-14,Finland,Regular,Inactive,Poker,Credit Card,2023-11-23,Yes
P00765,2024-11-10,Germany,Regular,Dormant,Poker,Bank Transfer,2024-11-10,Yes
P00766,2024-07-01,Sweden,VIP,Inactive,Poker,Crypto,2024-10-29,Yes
P00767,2023-12-28,Brazil,Casual,Dormant,Live Casino,Credit Card,2024-05-26,Yes
P00768,2023-11-08,Brazil,Regular,Self-Excluded,Slots,Crypto,2024-08-22,Yes
P00769,2024-11-03,Nigeria,Regular,Dormant,Slots,Bank Transfer,2024-11-03,Yes
P00770,2023-03-20,Brazil,Casual,Dormant,Live Casino,Bank Transfer,2023-12-29,Yes
P00771,2023-04-25,Sweden,Casual,Inactive,Table Games,E-Wallet,2023-09-26,Yes
P00772,2024-05-11,UK,Regular,Active,Table Games,Credit Card,2024-12-25,No
P00773,2023-06-07,Canada,Regular,Dormant,Sports Betting,E-Wallet,2024-06-26,Yes
P00774,2023-06-21,India,Regular,Active,Slots,Bank Transfer,2024-12-28,No
P00775,2023-06-21,Brazil,Casual,Inactive,Sports Betting,E-Wallet,2024-10-20,Yes
P00776,2024-04-30,Canada,Regular,Active,Slots,Bank Transfer,2024-12-25,No
P00777,2024-11-25,UK,Casual,Active,Slots,Bank Transfer,2024-12-25,No
P00778,2024-10-29,India,Casual,Dormant,Table Games,Bank Transfer,2024-10-29,No
P00779,2024-08-21,Cyprus,Casual,Inactive,Poker,E-Wallet,2024-11-27,Yes
P00780,2023-07-04,UK,Regular,Active,Slots,Credit Card,2024-12-17,Yes
P00781,2024-12-02,Cyprus,Regular,Inactive,Table Games,Bank Transfer,2024-12-02,Yes
P00782,2023-04-05,Cyprus,Casual,Active,Poker,Credit Card,2024-12-26,Yes
P00783,2024-09-11,Nigeria,Casual,Active,Live Casino,Credit Card,2024-12-27,Yes
P00784,2024-04-23,Sweden,Casual,Self-Excluded,Table Games,Crypto,2024-05-12,Yes
P00785,2023-11-28,Germany,Regular,Active,Table Games,Credit Card,2024-12-29,Yes
P00786,2023-03-03,Brazil,Casual,Active,Live Casino,Crypto,2024-12-30,Yes
P00787,2023-07-25,Sweden,Whale,Inactive,Slots,E-Wallet,2023-10-24,Yes
P00788,2024-09-20,Brazil,Casual,Inactive,Slots,Credit Card,2024-11-15,Yes
P00789,2023-09-14,Sweden,Regular,Dormant,Live Casino,Credit Card,2023-09-23,No
P00790,2023-09-30,Canada,Regular,Active,Poker,Credit Card,2024-12-22,Yes
P00791,2024-05-17,Germany,VIP,Active,Poker,E-Wallet,2024-12-23,Yes
P00792,2024-05-08,India,Whale,Active,Table Games,Bank Transfer,2024-12-25,Yes
P00793,2024-10-24,India,Regular,Active,Slots,Crypto,2024-12-25,No
P00794,2023-07-27,Canada,Casual,Active,Live Casino,Bank Transfer,2024-12-17,Yes
P00795,2024-10-07,Germany,VIP,Inactive,Sports Betting,E-Wallet,2024-11-07,Yes
P00796,2024-08-30,Germany,Casual,Active,Poker,Bank Transfer,2024-12-23,Yes
P00797,2024-04-05,UK,Whale,Dormant,Table Games,Credit Card,2024-04-09,Yes
P00798,2024-02-20,Finland,Regular,Active,Sports Betting,E-Wallet,2024-12-29,Yes
P00799,2023-03-15,Sweden,Casual,Active,Slots,Crypto,2024-12-19,No
P00800,2023-09-06,UK,Regular,Self-Excluded,Live Casino,Credit Card,2023-11-11,No
P00801,2023-04-10,Nigeria,VIP,Active,Slots,Credit Card,2024-12-19,Yes
P00802,2024-09-22,Cyprus,Regular,Active,Sports Betting,Bank Transfer,2024-12-29,No
P00803,2024-11-25,Nigeria,Whale,Active,Poker,E-Wallet,2024-12-18,Yes
P00804,2023-08-07,Malta,Whale,Inactive,Table Games,Credit Card,2024-06-05,Yes
P00805,2024-03-01,Finland,Casual,Active,Live Casino,Crypto,2024-12-22,Yes
P00806,2023-05-17,Nigeria,Regular,Active,Sports Betting,E-Wallet,2024-12-30,Yes
P00807,2023-01-07,Germany,Casual,Active,Poker,Bank Transfer,2024-12-31,Yes
P00808,2024-05-02,Malta,VIP,Inactive,Table Games,Crypto,2024-06-23,Yes
P00809,2024-09-17,Sweden,VIP,Inactive,Poker,Credit Card,2024-10-10,Yes
P00810,2023-12-23,Cyprus,Regular,Inactive,Live Casino,Credit Card,2024-10-03,No
P00811,2024-09-25,Finland,Whale,Active,Poker,E-Wallet,2024-12-29,Yes
P00812,2023-08-02,Germany,Regular,Active,Live Casino,Crypto,2024-12-20,Yes
P00813,2023-02-14,Brazil,Casual,Active,Live Casino,Crypto,2024-12-22,Yes
P00814,2024-04-09,UK,Regular,Active,Poker,E-Wallet,2024-12-28,Yes
P00815,2024-06-11,Cyprus,Casual,Active,Sports Betting,Bank Transfer,2024-12-31,Yes
P00816,2023-11-30,India,Regular,Active,Live Casino,Credit Card,2024-12-18,Yes
P00817,2023-07-24,Germany,Casual,Inactive,Sports Betting,Crypto,2023-11-13,Yes
P00818,2023-08-10,Malta,Casual,Dormant,Sports Betting,Bank Transfer,2024-03-29,Yes
P00819,2024-10-09,Cyprus,Regular,Inactive,Table Games,E-Wallet,2024-10-26,Yes
P00820,2023-10-15,Sweden,Regular,Active,Sports Betting,Crypto,2024-12-30,Yes
P00821,2023-10-30,Nigeria,Casual,Inactive,Live Casino,E-Wallet,2024-09-20,Yes
P00822,2024-05-15,Nigeria,VIP,Dormant,Sports Betting,Crypto,2024-07-09,Yes
P00823,2023-09-10,Nigeria,Regular,Active,Live Casino,E-Wallet,2024-12-23,No
P00824,2024-03-03,Sweden,VIP,Dormant,Poker,Credit Card,2024-03-13,Yes
P00825,2024-12-14,Sweden,Casual,Dormant,Sports Betting,E-Wallet,2024-12-14,Yes
P00826,2024-12-10,Cyprus,Regular,Self-Excluded,Live Casino,Bank Transfer,2024-12-10,Yes
P00827,2023-04-03,Brazil,Regular,Active,Live Casino,Crypto,2024-12-27,No
P00828,2023-01-25,Malta,Regular,Dormant,Sports Betting,E-Wallet,2024-05-13,No
P00829,2024-04-20,Germany,Casual,Self-Excluded,Sports Betting,Bank Transfer,2024-04-20,Yes
P00830,2023-10-04,Finland,Casual,Self-Excluded,Poker,E-Wallet,2024-08-12,No
P00831,2023-12-10,Finland,Casual,Self-Excluded,Table Games,Credit Card,2024-01-07,Yes
P00832,2024-09-25,Malta,Casual,Active,Poker,Credit Card,2024-12-22,Yes
P00833,2023-05-22,Finland,Regular,Dormant,Slots,Crypto,2023-09-21,Yes
P00834,2024-12-20,Cyprus,Regular,Active,Table Games,Bank Transfer,2024-12-28,No
P00835,2024-03-09,India,Regular,Active,Table Games,Crypto,2024-12-18,Yes
P00836,2023-05-06,Finland,Regular,Inactive,Table Games,Crypto,2024-10-31,Yes
P00837,2024-12-10,Germany,Regular,Dormant,Live Casino,Crypto,2024-12-10,Yes
P00838,2023-07-03,Germany,Casual,Active,Live Casino,Bank Transfer,2024-12-18,Yes
P00839,2023-06-04,UK,Casual,Dormant,Table Games,Crypto,2024-02-25,No
P00840,2023-05-16,Sweden,Regular,Inactive,Slots,Bank Transfer,2024-07-19,Yes
P00841,2023-08-26,India,Casual,Dormant,Sports Betting,Bank Transfer,2024-05-18,Yes
P00842,2024-05-12,Finland,Regular,Inactive,Poker,Crypto,2024-11-06,Yes
P00843,2023-11-10,Cyprus,Regular,Active,Sports Betting,Bank Transfer,2024-12-21,No
P00844,2023-02-18,Sweden,Regular,Active,Live Casino,E-Wallet,2024-12-21,Yes
P00845,2023-06-29,Malta,Casual,Dormant,Live Casino,E-Wallet,2024-06-17,Yes
P00846,2024-08-11,India,Whale,Active,Live Casino,E-Wallet,2024-12-21,Yes
P00847,2023-11-21,India,Casual,Dormant,Sports Betting,E-Wallet,2024-02-04,Yes
P00848,2023-01-26,Malta,Casual,Inactive,Sports Betting,Bank Transfer,2024-06-20,Yes
P00849,2024-07-13,Brazil,Whale,Dormant,Sports Betting,Bank Transfer,2024-08-24,No
P00850,2024-08-10,Nigeria,Regular,Self-Excluded,Sports Betting,Bank Transfer,2024-11-20,Yes
P00851,2023-02-11,Germany,Regular,Active,Table Games,Credit Card,2024-12-25,Yes
P00852,2024-04-01,UK,VIP,Active,Poker,E-Wallet,2024-12-22,Yes
P00853,2023-10-12,Finland,Casual,Active,Sports Betting,Credit Card,2024-12-18,No
P00854,2024-05-17,Finland,Casual,Active,Slots,Bank Transfer,2024-12-26,Yes
P00855,2024-03-13,UK,Regular,Inactive,Table Games,Bank Transfer,2024-09-19,Yes
P00856,2024-07-28,Sweden,Whale,Active,Sports Betting,Crypto,2024-12-28,Yes
P00857,2024-03-10,Malta,VIP,Inactive,Poker,Credit Card,2024-10-08,Yes
P00858,2024-06-21,Nigeria,Casual,Dormant,Sports Betting,Credit Card,2024-06-29,Yes
P00859,2023-10-07,Sweden,Regular,Inactive,Poker,E-Wallet,2024-07-17,Yes
P00860,2023-10-24,Brazil,VIP,Active,Poker,Bank Transfer,2024-12-17,Yes
P00861,2023-08-18,Malta,Regular,Active,Table Games,Bank Transfer,2024-12-17,No
P00862,2024-04-28,Brazil,VIP,Active,Sports Betting,E-Wallet,2024-12-27,Yes
P00863,2023-09-08,Brazil,Regular,Active,Sports Betting,Credit Card,2024-12-29,Yes
P00864,2024-05-07,Sweden,Casual,Inactive,Slots,Bank Transfer,2024-07-12,Yes
P00865,2023-09-23,Malta,Regular,Active,Table Games,Crypto,2024-12-17,No
P00866,2023-06-17,Canada,Casual,Active,Table Games,Credit Card,2024-12-22,Yes
P00867,2023-03-20,Germany,Regular,Inactive,Poker,E-Wallet,2023-09-23,Yes
P00868,2024-12-02,Brazil,VIP,Inactive,Table Games,Credit Card,2024-12-02,Yes
P00869,2023-05-28,Brazil,Casual,Active,Table Games,Crypto,2024-12-25,Yes
P00870,2023-06-16,Finland,VIP,Active,Live Casino,E-Wallet,2024-12-19,No
P00871,2024-12-07,Finland,Regular,Dormant,Poker,Credit Card,2024-12-07,Yes
P00872,2023-04-30,Sweden,VIP,Self-Excluded,Table Games,Bank Transfer,2023-05-17,Yes
P00873,2024-03-28,Finland,Casual,Dormant,Table Games,E-Wallet,2024-08-27,Yes
P00874,2023-05-02,Malta,Casual,Active,Live Casino,Bank Transfer,2024-12-30,Yes
P00875,2023-03-22,Germany,Casual,Inactive,Slots,Crypto,2023-07-14,No
P00876,2023-04-21,Finland,Casual,Active,Poker,Credit Card,2024-12-27,Yes
P00877,2023-02-14,UK,VIP,Active,Slots,Credit Card,2024-12-27,No
P00878,2023-07-24,UK,Casual,Active,Slots,E-Wallet,2024-12-22,No
P00879,2024-08-16,Finland,VIP,Active,Poker,E-Wallet,2024-12-19,Yes
P00880,2024-08-15,Cyprus,Casual,Dormant,Live Casino,Bank Transfer,2024-09-17,Yes
P00881,2023-01-05,Cyprus,Regular,Dormant,Poker,Crypto,2023-04-16,Yes
P00882,2024-03-26,Malta,Regular,Self-Excluded,Table Games,Crypto,2024-04-22,Yes
P00883,2024-02-22,Germany,Regular,Active,Sports Betting,Credit Card,2024-12-22,Yes
P00884,2024-01-05,UK,Casual,Self-Excluded,Slots,Bank Transfer,2024-10-16,Yes
P00885,2024-04-12,Sweden,Casual,Inactive,Live Casino,Crypto,2024-06-30,Yes
P00886,2023-07-13,Sweden,VIP,Dormant,Table Games,E-Wallet,2024-09-15,Yes
P00887,2024-11-19,Finland,Regular,Active,Slots,Credit Card,2024-12-24,Yes
P00888,2024-08-27,Germany,Casual,Dormant,Table Games,E-Wallet,2024-09-06,Yes
P00889,2024-02-18,Canada,Regular,Active,Sports Betting,Bank Transfer,2024-12-30,No
P00890,2024-08-30,Canada,Regular,Active,Table Games,Crypto,2024-12-29,Yes
P00891,2024-05-11,Sweden,Whale,Active,Slots,Credit Card,2024-12-19,Yes
P00892,2024-10-05,UK,Casual,Dormant,Slots,Credit Card,2024-10-05,No
P00893,2023-01-28,Nigeria,Casual,Dormant,Table Games,E-Wallet,2024-02-23,Yes
P00894,2023-03-20,Sweden,Regular,Self-Excluded,Sports Betting,E-Wallet,2024-09-02,Yes
P00895,2024-05-31,Finland,Casual,Active,Poker,Credit Card,2024-12-22,No
P00896,2024-03-16,Canada,Casual,Dormant,Sports Betting,Bank Transfer,2024-04-15,No
P00897,2023-02-06,Brazil,Casual,Active,Live Casino,Crypto,2024-12-25,Yes
P00898,2024-02-03,Nigeria,Casual,Inactive,Sports Betting,Crypto,2024-03-30,Yes
P00899,2024-06-02,Sweden,VIP,Active,Poker,Crypto,2024-12-21,Yes
P00900,2023-10-19,Nigeria,Casual,Active,Slots,E-Wallet,2024-12-17,No
P00901,2024-08-20,India,Casual,Active,Sports Betting,Credit Card,2024-12-31,Yes
P00902,2024-02-26,Cyprus,Whale,Active,Live Casino,E-Wallet,2024-12-27,Yes
P00903,2024-12-05,Germany,Regular,Active,Table Games,E-Wallet,2024-12-21,Yes
P00904,2024-04-16,Nigeria,Casual,Self-Excluded,Poker,Crypto,2024-08-02,Yes
P00905,2024-08-25,Canada,Regular,Active,Poker,Crypto,2024-12-22,Yes
P00906,2024-05-15,Cyprus,Casual,Active,Table Games,Crypto,2024-12-27,Yes
P00907,2023-12-14,India,Regular,Active,Sports Betting,E-Wallet,2024-12-21,Yes
