bonus_id,player_id,bonus_type,bonus_date,bonus_amount,wagering_requirement,wagering_met,bonus_cost
B003266,P00954,Deposit Match,2024-12-06,195.73,20,Yes,70.38
B003267,P00954,Free Spins,2024-04-26,468.17,25,No,0
B003268,P00954,Free Spins,2024-07-25,229.92,40,Yes,115.23
B003269,P00954,Cashback,2024-11-01,392.79,20,Yes,273.53
B003270,P00954,VIP Reload,2023-07-25,122.54,30,Yes,67.82
B003271,P00955,Welcome Bonus,2023-10-07,99.29,35,Yes,30.45
B003272,P00955,Free Spins,2024-12-27,139.09,35,No,0
B003273,P00956,Welcome Bonus,2024-03-02,71.97,30,No,55.68
B003274,P00956,Free Spins,2024-05-02,81.34,35,No,0
B003275,P00956,VIP Reload,2024-06-18,494.76,40,Yes,383.97
B003276,P00957,Welcome Bonus,2024-11-27,37.55,30,No,12.81
B003277,P00957,Welcome Bonus,2024-11-29,401.18,30,No,0
B003278,P00958,Welcome Bonus,2024-12-25,96.33,30,Yes,49.97
B003279,P00958,VIP Reload,2024-12-30,293.94,30,Yes,230.33
B003280,P00959,Welcome Bonus,2024-09-29,91.29,35,No,13.66
B003281,P00959,Welcome Bonus,2024-10-18,69.36,25,No,0
B003282,P00960,Welcome Bonus,2023-10-17,48.69,30,No,20.82
B003283,P00960,Free Spins,2024-02-14,190.9,30,No,0
B003284,P00960,Deposit Match,2024-12-13,179.32,20,No,0
B003285,P00960,VIP Reload,2023-12-29,343.55,40,No,0
B003286,P00960,VIP Reload,2024-02-01,145.45,30,Yes,105.29
B003287,P00960,Free Spins,2024-07-10,407.24,15,Yes,234.59
B003288,P00961,Welcome Bonus,2023-09-03,43.74,25,No,53.47
B003289,P00962,Welcome Bonus,2023-10-19,91.29,35,No,34.57
B003290,P00962,Deposit Match,2024-02-15,106.65,25,No,0
B003291,P00962,Deposit Match,2024-04-22,197.8,30,Yes,69.88
B003292,P00962,No Deposit,2024-04-15,289.48,40,No,0
B003293,P00963,Welcome Bonus,2023-11-14,31.19,30,No,53.52
B003294,P00964,Welcome Bonus,2024-05-16,97.63,30,Yes,36.68
B003295,P00964,No Deposit,2024-09-03,222.38,25,No,0
B003296,P00964,No Deposit,2024-12-08,39.02,25,No,0
B003297,P00964,Deposit Match,2024-11-28,440.29,15,Yes,275.05
B003298,P00965,Welcome Bonus,2024-01-13,80.81,25,Yes,34.56
B003299,P00966,Welcome Bonus,2024-11-23,95.55,30,No,58.28
B003300,P00966,No Deposit,2024-12-31,478.01,25,No,0
B003301,P00966,VIP Reload,2024-11-26,283.25,20,No,0
B003302,P00966,Free Spins,2024-12-21,426.77,30,Yes,163.0
B003303,P00966,VIP Reload,2024-12-05,188.78,35,No,0
B003304,P00966,No Deposit,2024-12-16,384.45,30,Yes,233.47
B003305,P00966,VIP Reload,2024-12-21,80.77,15,No,0
B003306,P00966,VIP Reload,2024-11-26,186.18,20,No,0
B003307,P00966,Deposit Match,2024-12-17,134.15,25,No,0
B003308,P00967,Welcome Bonus,2024-05-04,15.87,20,No,5.86
B003309,P00967,Cashback,2024-07-25,476.41,25,Yes,158.09
B003310,P00968,Welcome Bonus,2023-03-20,62.8,30,Yes,47.6
B003311,P00968,VIP Reload,2024-02-10,482.33,30,Yes,262.57
B003312,P00969,Welcome Bonus,2024-08-05,37.14,25,Yes,44.09
B003313,P00969,Deposit Match,2024-12-04,15.27,40,No,0
B003314,P00970,Welcome Bonus,2024-11-08,11.07,20,No,15.95
B003315,P00971,Welcome Bonus,2023-11-18,98.09,35,No,58.73
B003316,P00971,Welcome Bonus,2024-04-07,482.98,40,No,0
B003317,P00971,Welcome Bonus,2024-11-25,437.37,25,Yes,259.45
B003318,P00971,Deposit Match,2024-10-26,20.56,30,Yes,16.02
B003319,P00972,Welcome Bonus,2023-07-11,96.17,20,Yes,29.01
B003320,P00972,No Deposit,2024-02-19,475.83,40,Yes,342.93
B003321,P00972,Welcome Bonus,2024-06-19,136.93,20,Yes,82.76
B003322,P00972,Free Spins,2024-04-07,188.53,25,Yes,63.7
B003323,P00972,VIP Reload,2023-10-20,210.38,35,No,0
B003324,P00972,VIP Reload,2024-12-24,70.89,15,Yes,26.08
B003325,P00972,Deposit Match,2024-11-03,476.82,40,Yes,358.94
B003326,P00972,Welcome Bonus,2024-10-09,409.72,40,No,0
B003327,P00972,Free Spins,2024-11-14,444.91,25,No,0
B003328,P00973,Welcome Bonus,2024-02-09,23.04,25,No,43.0
B003329,P00974,Welcome Bonus,2024-09-08,24.55,25,Yes,59.12
B003330,P00974,Welcome Bonus,2024-09-17,49.3,30,No,0
B003331,P00974,Deposit Match,2024-09-22,273.33,20,Yes,150.11
B003332,P00974,Cashback,2024-12-08,317.33,25,No,0
B003333,P00974,Deposit Match,2024-09-14,203.57,20,No,0
B003334,P00974,No Deposit,2024-11-04,173.65,20,Yes,135.41
B003335,P00974,VIP Reload,2024-11-18,166.06,40,No,0
B003336,P00974,VIP Reload,2024-09-18,218.07,25,No,0
B003337,P00975,Welcome Bonus,2024-11-22,51.5,25,Yes,31.36
B003338,P00975,Free Spins,2024-12-06,430.73,25,Yes,137.21
B003339,P00975,Deposit Match,2024-11-28,405.79,30,No,0
B003340,P00975,No Deposit,2024-12-04,424.45,35,No,0
B003341,P00975,Welcome Bonus,2024-12-19,166.81,35,No,0
B003342,P00976,Welcome Bonus,2023-01-17,57.54,25,Yes,6.19
B003343,P00976,Welcome Bonus,2023-07-12,470.04,40,No,0
B003344,P00977,Welcome Bonus,2024-03-22,14.98,30,Yes,43.36
B003345,P00977,No Deposit,2024-03-22,62.35,30,No,0
B003346,P00978,Welcome Bonus,2024-03-08,75.4,35,Yes,32.61
B003347,P00978,Cashback,2024-07-13,123.84,40,No,0
B003348,P00979,Welcome Bonus,2024-08-22,95.96,25,No,5.71
B003349,P00979,Free Spins,2024-10-25,19.8,35,Yes,10.44
B003350,P00979,Free Spins,2024-11-10,62.33,15,Yes,46.58
B003351,P00979,Free Spins,2024-11-18,147.53,25,Yes,52.39
B003352,P00979,Deposit Match,2024-10-06,119.43,15,Yes,67.51
B003353,P00979,Free Spins,2024-12-11,38.35,25,Yes,17.96
B003354,P00979,No Deposit,2024-10-15,345.65,40,No,0
B003355,P00979,Welcome Bonus,2024-12-04,170.82,40,Yes,51.87
B003356,P00980,Welcome Bonus,2024-12-31,40.02,20,No,53.12
B003357,P00980,Welcome Bonus,2024-12-31,90.92,35,No,0
B003358,P00981,Welcome Bonus,2024-06-09,85.37,35,Yes,57.34
B003359,P00981,Free Spins,2024-06-23,386.96,15,Yes,169.49
B003360,P00982,Welcome Bonus,2023-11-20,75.07,20,No,49.37
B003361,P00982,Deposit Match,2024-03-15,397.93,20,Yes,138.32
B003362,P00983,Welcome Bonus,2023-12-22,45.53,35,Yes,29.21
B003363,P00983,VIP Reload,2024-10-05,142.77,40,No,0
B003364,P00983,Cashback,2024-01-27,335.58,20,No,0
B003365,P00983,Cashback,2024-08-11,243.22,30,No,0
B003366,P00983,Free Spins,2024-11-25,472.68,30,No,0
B003367,P00983,Welcome Bonus,2023-12-23,408.78,20,No,0
B003368,P00983,Cashback,2024-07-15,170.49,25,Yes,70.82
B003369,P00983,Welcome Bonus,2024-07-31,254.16,30,No,0
B003370,P00984,Welcome Bonus,2024-03-24,81.41,25,No,20.27
B003371,P00985,Welcome Bonus,2024-12-29,44.18,25,Yes,21.41
B003372,P00986,Welcome Bonus,2024-09-28,20.74,25,No,35.16
B003373,P00986,VIP Reload,2024-12-01,281.9,40,No,0
B003374,P00986,Cashback,2024-09-28,195.73,35,Yes,146.69
B003375,P00986,Deposit Match,2024-11-30,44.04,35,No,0
B003376,P00986,Cashback,2024-12-31,498.16,40,No,0
B003377,P00986,Cashback,2024-11-06,464.36,35,No,0
B003378,P00986,Welcome Bonus,2024-10-06,163.05,30,No,0
B003379,P00986,Cashback,2024-12-01,270.02,20,No,0
B003380,P00986,VIP Reload,2024-12-27,177.27,35,Yes,130.07
B003381,P00987,Welcome Bonus,2024-05-18,12.44,25,No,24.67
B003382,P00988,Welcome Bonus,2023-01-19,30.28,35,No,37.3
B003383,P00988,VIP Reload,2024-07-18,37.13,25,No,0
B003384,P00989,Welcome Bonus,2023-02-02,62.87,35,No,37.0
B003385,P00989,Free Spins,2024-07-13,123.57,40,Yes,71.27
B003386,P00989,Free Spins,2024-02-27,46.05,25,Yes,31.0
B003387,P00989,Free Spins,2024-10-17,39.14,15,No,0
B003388,P00989,VIP Reload,2023-03-19,161.67,40,Yes,70.69
B003389,P00989,VIP Reload,2023-02-27,349.43,20,No,0
B003390,P00989,No Deposit,2024-05-21,463.9,40,No,0
B003391,P00989,No Deposit,2023-04-11,356.74,25,No,0
B003392,P00989,Deposit Match,2023-10-29,275.34,30,Yes,149.16
B003393,P00989,Cashback,2024-08-23,481.17,35,Yes,179.51
B003394,P00990,Welcome Bonus,2023-09-22,73.74,20,Yes,28.91
B003395,P00991,Welcome Bonus,2024-06-11,95.57,30,Yes,22.25
B003396,P00991,Free Spins,2024-10-13,75.97,35,No,0
B003397,P00991,Cashback,2024-09-16,397.83,15,No,0
B003398,P00991,Deposit Match,2024-07-26,186.73,20,Yes,113.76
B003399,P00991,No Deposit,2024-12-24,361.48,30,Yes,176.07
B003400,P00991,VIP Reload,2024-11-06,469.71,25,Yes,221.3
B003401,P00991,Cashback,2024-09-11,50.3,20,No,0
B003402,P00991,Free Spins,2024-11-11,125.13,15,No,0
B003403,P00991,No Deposit,2024-09-14,427.22,20,No,0
B003404,P00991,Deposit Match,2024-11-19,134.46,30,No,0
B003405,P00992,Welcome Bonus,2023-04-19,22.14,20,Yes,57.85
B003406,P00992,Welcome Bonus,2024-01-09,292.46,35,Yes,108.67
B003407,P00992,Free Spins,2024-05-29,348.22,15,No,0
B003408,P00993,Welcome Bonus,2023-07-30,54.77,30,No,40.7
B003409,P00994,Welcome Bonus,2024-10-24,27.72,25,No,11.41
B003410,P00994,Cashback,2024-12-04,42.68,30,Yes,32.19
B003411,P00995,Welcome Bonus,2023-01-07,64.66,35,No,26.54
B003412,P00995,No Deposit,2024-12-22,462.03,30,No,0
B003413,P00995,Welcome Bonus,2024-02-21,460.51,20,Yes,301.87
B003414,P00995,Free Spins,2024-04-30,420.23,30,Yes,160.23
B003415,P00995,No Deposit,2023-10-05,143.98,15,Yes,73.6
B003416,P00996,Welcome Bonus,2024-01-17,35.51,35,Yes,30.07
B003417,P00996,Deposit Match,2024-10-15,17.72,15,Yes,10.61
B003418,P00997,Welcome Bonus,2023-08-22,24.05,30,No,51.54
B003419,P00997,Deposit Match,2023-11-04,76.94,15,Yes,26.29
B003420,P00997,Free Spins,2024-08-05,288.3,40,Yes,137.28
B003421,P00997,Deposit Match,2024-11-22,462.08,30,No,0
B003422,P00998,Welcome Bonus,2024-11-29,84.51,25,Yes,31.56
B003423,P00998,Welcome Bonus,2024-12-03,326.05,35,No,0
B003424,P00999,Welcome Bonus,2023-03-13,31.02,30,No,43.95
B003425,P00999,Cashback,2024-11-13,304.73,15,No,0
B003426,P00999,No Deposit,2023-06-13,469.68,40,No,0
B003427,P00999,Deposit Match,2024-02-25,180.07,40,Yes,77.96
B003428,P01000,Welcome Bonus,2024-11-07,69.45,20,No,54.57
B003429,P01000,VIP Reload,2024-12-03,35.62,35,Yes,18.83
B003430,P01001,Welcome Bonus,2024-11-07,87.43,20,Yes,9.9
B003431,P01001,Welcome Bonus,2024-12-31,499.29,25,Yes,341.93
B003432,P01001,Deposit Match,2024-12-30,485.32,30,Yes,375.4
B003433,P01001,No Deposit,2024-11-30,420.17,25,Yes,327.37
B003434,P01002,Welcome Bonus,2023-11-08,85.8,35,No,52.64
B003435,P01002,Cashback,2024-08-19,447.68,25,Yes,305.29
B003436,P01002,Deposit Match,2024-10-23,275.61,15,No,0
B003437,P01003,Welcome Bonus,2023-05-31,70.08,30,No,39.84
B003438,P01003,Welcome Bonus,2024-07-01,12.75,30,No,0
B003439,P01003,VIP Reload,2023-07-11,121.38,30,No,0
B003440,P01003,Deposit Match,2024-11-17,143.39,25,Yes,99.92
B003441,P01004,Welcome Bonus,2024-10-26,92.96,35,Yes,38.84
B003442,P01004,Welcome Bonus,2024-12-05,437.2,25,No,0
B003443,P01004,Free Spins,2024-12-09,155.46,15,Yes,115.12
B003444,P01004,VIP Reload,2024-12-05,402.84,25,No,0
B003445,P01004,Cashback,2024-11-16,294.82,15,No,0
B003446,P01004,Cashback,2024-12-02,329.04,25,No,0
B003447,P01004,Deposit Match,2024-12-03,279.14,20,No,0
B003448,P01004,No Deposit,2024-11-30,482.75,25,No,0
B003449,P01004,Deposit Match,2024-12-28,323.03,35,Yes,104.16
B003450,P01005,Welcome Bonus,2023-05-10,23.94,25,Yes,24.06
B003451,P01005,VIP Reload,2023-11-03,235.11,25,Yes,77.59
B003452,P01006,Welcome Bonus,2023-12-15,68.27,35,Yes,34.22
B003453,P01006,Deposit Match,2024-11-18,450.95,35,Yes,136.55
B003454,P01007,Welcome Bonus,2024-03-08,31.57,30,No,43.62
B003455,P01007,Cashback,2024-12-03,109.66,30,No,0
B003456,P01007,VIP Reload,2024-05-05,85.55,25,No,0
B003457,P01007,No Deposit,2024-07-01,159.79,15,Yes,124.2
B003458,P01007,VIP Reload,2024-08-27,486.19,20,No,0
B003459,P01008,Welcome Bonus,2023-02-18,81.85,35,No,52.46
B003460,P01009,Welcome Bonus,2024-08-18,69.19,30,No,46.56
B003461,P01009,Free Spins,2024-09-14,344.0,40,No,0
B003462,P01009,Welcome Bonus,2024-11-12,19.03,40,No,0
B003463,P01009,VIP Reload,2024-10-03,296.71,40,Yes,194.71
B003464,P01009,VIP Reload,2024-11-15,272.53,35,No,0
B003465,P01010,Welcome Bonus,2024-08-09,13.84,35,No,44.23
B003466,P01011,Welcome Bonus,2023-07-17,24.18,25,No,34.56
B003467,P01011,Welcome Bonus,2024-04-28,216.64,40,No,0
B003468,P01011,No Deposit,2024-04-11,183.55,15,Yes,58.97
B003469,P01012,Welcome Bonus,2023-03-25,57.28,30,No,22.24
B003470,P01012,VIP Reload,2023-10-08,433.09,20,Yes,236.29
B003471,P01012,VIP Reload,2023-04-09,114.93,30,Yes,88.83
B003472,P01012,Deposit Match,2024-08-06,342.23,35,Yes,103.9
B003473,P01012,Free Spins,2024-08-15,402.84,20,No,0
B003474,P01012,No Deposit,2024-10-01,269.63,25,Yes,187.78
B003475,P01012,Deposit Match,2023-08-30,339.24,20,No,0
B003476,P01012,VIP Reload,2024-12-14,219.34,35,No,0
B003477,P01013,Welcome Bonus,2024-06-22,97.97,30,No,40.17
B003478,P01014,Welcome Bonus,2024-03-26,45.63,35,No,31.83
B003479,P01014,Deposit Match,2024-10-03,164.61,30,Yes,93.86
B003480,P01014,Cashback,2024-08-12,350.89,25,No,0
B003481,P01015,Welcome Bonus,2024-12-29,54.94,35,No,18.59
B003482,P01015,Free Spins,2024-12-31,175.96,15,Yes,112.88
B003483,P01016,Welcome Bonus,2023-02-03,88.77,20,No,13.26
B003484,P01017,Welcome Bonus,2023-10-24,21.84,20,Yes,21.1
B003485,P01017,Cashback,2024-01-06,319.31,35,No,0
B003486,P01018,Welcome Bonus,2024-05-12,39.7,35,No,53.1
B003487,P01019,Welcome Bonus,2023-10-18,47.87,30,Yes,28.65
B003488,P01019,No Deposit,2023-11-24,323.38,15,No,0
B003489,P01019,Free Spins,2023-11-14,351.56,30,Yes,172.05
B003490,P01019,Welcome Bonus,2024-04-02,66.83,20,No,0
B003491,P01019,VIP Reload,2024-07-06,498.1,35,No,0
B003492,P01019,Welcome Bonus,2024-12-14,462.56,30,Yes,303.06
B003493,P01019,Welcome Bonus,2024-02-21,366.58,15,Yes,170.53
B003494,P01019,Free Spins,2024-06-21,192.87,35,No,0
B003495,P01020,Welcome Bonus,2023-02-15,47.13,20,No,30.5
B003496,P01020,No Deposit,2024-01-15,370.28,20,No,0
B003497,P01021,Welcome Bonus,2024-05-01,74.28,35,No,21.02
B003498,P01021,No Deposit,2024-10-24,256.2,40,Yes,88.77
B003499,P01021,Cashback,2024-11-17,153.68,20,No,0
B003500,P01022,Welcome Bonus,2023-06-02,82.86,30,No,56.47
B003501,P01022,Free Spins,2024-07-31,230.18,20,Yes,180.77
B003502,P01022,VIP Reload,2024-05-16,424.9,25,No,0
B003503,P01022,Free Spins,2024-08-30,322.17,40,No,0
B003504,P01023,Welcome Bonus,2023-12-14,66.3,20,No,47.23
B003505,P01023,No Deposit,2024-06-09,159.31,35,No,0
B003506,P01023,VIP Reload,2024-03-26,457.2,15,No,0
B003507,P01023,Free Spins,2024-06-23,342.48,40,Yes,209.32
B003508,P01023,Cashback,2024-05-30,423.93,40,Yes,206.58
B003509,P01023,Cashback,2024-07-05,193.04,15,No,0
B003510,P01023,Welcome Bonus,2024-05-06,187.74,20,Yes,125.03
B003511,P01023,Deposit Match,2024-07-06,433.49,15,No,0
B003512,P01023,Free Spins,2024-10-17,470.97,25,Yes,253.92
B003513,P01024,Welcome Bonus,2024-08-08,86.53,20,Yes,11.67
B003514,P01024,Cashback,2024-10-22,295.24,15,No,0
B003515,P01024,Deposit Match,2024-11-14,63.83,35,No,0
B003516,P01025,Welcome Bonus,2024-09-25,35.7,20,No,9.21
B003517,P01026,Welcome Bonus,2023-01-20,28.45,35,No,51.2
B003518,P01026,Free Spins,2023-06-10,11.32,40,No,0
B003519,P01026,Cashback,2023-10-07,386.26,35,No,0
B003520,P01027,Welcome Bonus,2024-12-23,90.78,25,No,51.65
B003521,P01028,Welcome Bonus,2024-02-16,11.27,35,No,15.3
B003522,P01028,No Deposit,2024-10-25,377.8,25,Yes,120.36
B003523,P01028,Cashback,2024-05-13,254.35,15,No,0
B003524,P01028,Free Spins,2024-05-10,162.94,35,Yes,85.29
B003525,P01028,Free Spins,2024-10-24,128.44,40,No,0
B003526,P01029,Welcome Bonus,2024-06-24,32.52,35,Yes,11.42
B003527,P01029,VIP Reload,2024-08-21,488.49,35,No,0
B003528,P01030,Welcome Bonus,2023-07-07,61.61,25,No,46.96
B003529,P01030,Free Spins,2023-12-03,472.69,40,No,0
B003530,P01031,Welcome Bonus,2023-11-30,48.21,35,No,49.14
B003531,P01031,VIP Reload,2024-01-20,243.95,15,No,0
B003532,P01032,Welcome Bonus,2023-11-28,97.62,25,Yes,8.37
B003533,P01032,Cashback,2024-02-16,149.67,35,No,0
B003534,P01033,Welcome Bonus,2023-08-31,86.44,30,Yes,34.86
B003535,P01033,Deposit Match,2024-06-28,370.54,15,Yes,270.56
B003536,P01033,Welcome Bonus,2024-04-15,125.09,35,Yes,53.96
B003537,P01034,Welcome Bonus,2024-07-20,85.03,20,No,59.11
B003538,P01034,Deposit Match,2024-10-18,376.36,25,Yes,114.44
B003539,P01035,Welcome Bonus,2024-07-21,19.88,30,Yes,27.57
B003540,P01036,Welcome Bonus,2023-03-27,44.16,35,No,42.17
B003541,P01036,VIP Reload,2023-09-27,32.18,20,No,0
B003542,P01037,Welcome Bonus,2023-09-09,87.74,20,Yes,8.68
B003543,P01037,VIP Reload,2024-01-15,275.67,40,No,0
B003544,P01038,Welcome Bonus,2024-09-27,23.04,25,Yes,32.61
B003545,P01038,Welcome Bonus,2024-11-01,183.96,15,Yes,117.48
B003546,P01039,Welcome Bonus,2024-11-27,11.7,25,No,41.63
B003547,P01039,Deposit Match,2024-12-12,240.15,30,Yes,127.44
B003548,P01040,Welcome Bonus,2024-07-30,62.34,20,No,23.46
B003549,P01040,Welcome Bonus,2024-11-10,471.82,25,Yes,271.77
B003550,P01040,Cashback,2024-11-04,476.39,20,Yes,322.75
B003551,P01041,Welcome Bonus,2024-03-18,67.93,25,No,17.55
B003552,P01041,Cashback,2024-06-03,127.15,35,No,0
B003553,P01041,Deposit Match,2024-11-05,97.38,40,No,0
B003554,P01041,Free Spins,2024-06-26,489.65,30,No,0
B003555,P01041,Deposit Match,2024-04-06,53.86,35,No,0
B003556,P01041,Welcome Bonus,2024-04-12,74.54,30,Yes,37.73
B003557,P01041,Free Spins,2024-12-27,39.19,25,Yes,28.12
B003558,P01041,Cashback,2024-06-14,403.87,30,No,0
B003559,P01041,Cashback,2024-12-05,336.36,35,No,0
B003560,P01041,VIP Reload,2024-07-11,495.7,40,Yes,177.33
B003561,P01041,Cashback,2024-11-26,128.83,20,Yes,57.78
B003562,P01042,Welcome Bonus,2023-10-07,89.54,30,No,33.35
B003563,P01042,VIP Reload,2024-11-18,58.44,30,Yes,45.24
B003564,P01043,Welcome Bonus,2024-12-09,24.23,35,Yes,14.29
B003565,P01043,Deposit Match,2024-12-24,248.21,35,No,0
B003566,P01044,Welcome Bonus,2023-06-27,91.8,35,No,45.25
B003567,P01044,No Deposit,2023-08-30,294.96,20,No,0
B003568,P01045,Welcome Bonus,2023-03-21,13.89,35,No,19.85
B003569,P01045,Welcome Bonus,2024-12-11,278.53,25,Yes,189.57
B003570,P01045,No Deposit,2023-08-19,223.83,25,No,0
B003571,P01046,Welcome Bonus,2023-07-01,58.91,25,No,47.32
B003572,P01046,Deposit Match,2023-11-30,320.65,30,No,0
B003573,P01047,Welcome Bonus,2023-01-10,90.0,25,No,16.69
B003574,P01047,Deposit Match,2023-08-23,284.38,15,No,0
B003575,P01048,Welcome Bonus,2023-11-07,61.94,25,Yes,36.99
B003576,P01048,Free Spins,2024-05-01,481.54,30,No,0
B003577,P01048,Deposit Match,2024-09-02,194.13,40,No,0
B003578,P01048,No Deposit,2024-10-07,219.53,15,No,0
B003579,P01048,No Deposit,2024-11-06,196.41,20,No,0
B003580,P01049,Welcome Bonus,2024-12-21,38.57,35,No,48.93
B003581,P01049,Cashback,2024-12-28,435.32,25,No,0
B003582,P01050,Welcome Bonus,2023-04-24,20.62,30,Yes,47.16
B003583,P01050,VIP Reload,2024-03-14,493.45,20,Yes,329.53
B003584,P01050,Free Spins,2024-09-07,446.24,20,No,0
B003585,P01051,Welcome Bonus,2024-11-29,91.32,30,Yes,22.33
B003586,P01051,Free Spins,2024-12-14,219.17,25,No,0
B003587,P01051,Welcome Bonus,2024-12-21,340.16,15,Yes,106.51
B003588,P01051,Cashback,2024-12-22,93.63,40,No,0
B003589,P01051,VIP Reload,2024-12-28,355.44,15,No,0
B003590,P01052,Welcome Bonus,2024-08-06,61.42,20,Yes,8.71
B003591,P01052,Deposit Match,2024-11-26,96.76,30,Yes,52.79
B003592,P01053,Welcome Bonus,2024-12-10,47.63,25,Yes,35.71
B003593,P01053,Cashback,2024-12-22,340.08,25,No,0
B003594,P01054,Welcome Bonus,2024-11-20,83.08,35,Yes,21.18
B003595,P01055,Welcome Bonus,2023-05-05,50.42,35,No,56.62
B003596,P01056,Welcome Bonus,2023-10-12,89.82,35,Yes,27.42
B003597,P01057,Welcome Bonus,2024-08-08,33.69,30,No,9.12
B003598,P01057,No Deposit,2024-08-15,202.56,30,Yes,153.91
B003599,P01058,Welcome Bonus,2023-12-04,64.3,25,No,38.6
B003600,P01058,Welcome Bonus,2024-05-26,291.44,25,Yes,177.71
B003601,P01059,Welcome Bonus,2024-10-03,81.26,20,Yes,17.48
B003602,P01059,Cashback,2024-10-16,195.42,15,No,0
B003603,P01060,Welcome Bonus,2023-02-25,85.64,35,No,23.6
B003604,P01060,Deposit Match,2023-09-27,427.29,15,No,0
B003605,P01060,Deposit Match,2024-04-20,414.53,30,No,0
B003606,P01060,Free Spins,2023-10-03,478.25,30,No,0
B003607,P01060,Deposit Match,2024-01-28,444.74,20,No,0
B003608,P01060,Cashback,2023-11-13,101.02,15,Yes,30.49
B003609,P01060,No Deposit,2024-08-20,174.39,20,Yes,124.24
B003610,P01060,VIP Reload,2024-05-20,116.22,15,No,0
B003611,P01060,Deposit Match,2023-07-06,184.29,35,No,0
B003612,P01060,Free Spins,2024-06-30,135.77,30,Yes,81.18
B003613,P01060,VIP Reload,2024-06-16,152.99,25,No,0
B003614,P01061,Welcome Bonus,2024-08-15,71.78,30,No,20.44
B003615,P01061,VIP Reload,2024-09-24,94.1,35,No,0
B003616,P01061,VIP Reload,2024-11-19,121.98,30,Yes,39.69
B003617,P01062,Welcome Bonus,2023-05-11,38.61,20,No,27.63
B003618,P01062,Deposit Match,2024-01-03,398.14,15,Yes,318.4
B003619,P01062,Cashback,2023-10-13,84.53,40,No,0
B003620,P01062,No Deposit,2024-04-20,319.83,35,No,0
B003621,P01062,No Deposit,2024-04-17,129.34,30,No,0
B003622,P01063,Welcome Bonus,2023-04-15,30.89,30,No,18.59
B003623,P01063,Cashback,2024-07-05,200.93,15,Yes,78.8
B003624,P01064,Welcome Bonus,2024-02-25,93.42,35,No,28.32
B003625,P01064,VIP Reload,2024-10-11,324.82,35,No,0
B003626,P01064,VIP Reload,2024-09-01,39.76,40,No,0
B003627,P01064,VIP Reload,2024-04-09,171.7,15,Yes,116.89
B003628,P01064,No Deposit,2024-03-02,413.69,40,Yes,269.25
B003629,P01065,Welcome Bonus,2024-09-27,35.0,30,No,38.26
B003630,P01065,Deposit Match,2024-12-01,160.86,15,Yes,124.87
B003631,P01065,No Deposit,2024-11-14,133.52,15,Yes,87.61
B003632,P01066,Welcome Bonus,2023-01-13,34.53,35,No,31.1
B003633,P01067,Welcome Bonus,2024-03-07,28.35,20,Yes,13.08
B003634,P01068,Welcome Bonus,2023-11-16,72.71,20,Yes,55.99
B003635,P01069,Welcome Bonus,2023-12-18,72.2,25,No,12.27
B003636,P01070,Welcome Bonus,2024-07-26,90.17,30,No,35.9
B003637,P01070,Cashback,2024-12-16,427.93,15,Yes,209.05
B003638,P01070,Free Spins,2024-07-26,131.46,25,Yes,62.63
B003639,P01070,Cashback,2024-08-27,232.77,30,No,0
B003640,P01071,Welcome Bonus,2023-03-12,23.72,35,No,10.72
B003641,P01072,Welcome Bonus,2023-12-10,55.6,20,No,7.32
B003642,P01072,Free Spins,2024-11-16,87.72,30,Yes,44.38
B003643,P01072,Welcome Bonus,2024-11-28,139.38,30,No,0
B003644,P01073,Welcome Bonus,2023-02-13,71.58,20,No,58.85
B003645,P01073,Cashback,2023-02-14,300.04,15,Yes,128.85
B003646,P01073,No Deposit,2023-03-20,243.66,35,No,0
B003647,P01073,Free Spins,2023-10-30,209.58,25,No,0
B003648,P01074,Welcome Bonus,2023-12-06,54.22,20,No,44.21
B003649,P01075,Welcome Bonus,2023-01-11,39.75,35,No,58.93
B003650,P01076,Welcome Bonus,2024-08-22,91.79,35,No,57.02
B003651,P01076,Deposit Match,2024-12-23,384.55,15,No,0
B003652,P01077,Welcome Bonus,2023-09-26,50.28,30,No,40.37
B003653,P01078,Welcome Bonus,2023-09-26,41.74,30,No,56.66
B003654,P01078,No Deposit,2024-04-23,236.83,20,Yes,108.42
B003655,P01079,Welcome Bonus,2024-04-12,88.33,20,No,35.89
B003656,P01080,Welcome Bonus,2023-05-28,86.25,30,Yes,21.07
B003657,P01080,Welcome Bonus,2024-10-16,421.08,40,Yes,151.98
B003658,P01081,Welcome Bonus,2024-03-15,49.52,25,No,28.55
B003659,P01081,Welcome Bonus,2024-05-31,389.57,35,No,0
B003660,P01082,Welcome Bonus,2023-06-02,51.6,25,Yes,34.96
B003661,P01082,No Deposit,2023-07-03,191.03,20,No,0
B003662,P01083,Welcome Bonus,2024-04-26,78.69,25,No,37.53
B003663,P01084,Welcome Bonus,2024-06-05,90.3,20,Yes,15.85
B003664,P01084,Free Spins,2024-09-13,412.62,40,Yes,285.03
B003665,P01085,Welcome Bonus,2024-05-09,45.56,20,No,5.62
B003666,P01085,No Deposit,2024-10-23,384.46,40,No,0
B003667,P01086,Welcome Bonus,2024-10-27,36.19,25,Yes,21.26
B003668,P01086,Free Spins,2024-11-10,110.59,25,No,0
B003669,P01086,Cashback,2024-12-11,110.66,30,No,0
B003670,P01086,Deposit Match,2024-10-31,58.98,15,No,0
